Status,Dossier_ID,DocumentID,DocType,DocCategory,LimitationType,Issue,rdafType,startDate,UniversalKey,LimitationLife
SENT,81781916,81781916/003,RDAF,A,N/A,A,,2026-05-07,81781916,0
SENT,81409627,81409627/003,RDAF,C,3300FC/10000FH/ 24 months (whichever is first),A,,2024-07-18,81409627,90
SENT,80564201,80564201/003,RDAF,A,,B,,2019-06-24,80564201,0
SENT,81717577,81717577/076,RDAF,A,N/A,A,,2026-05-04,81717577,0
SENT,81708440,81708440/003,RDAF,Interim,See below,A,,2026-01-14,81708440,-1
SENT,80414129,80414129/003,RDAF,B,,A,,2018-02-08,80414129,0
SENT,81724717,81724717/003,RDAF,Interim,6 Months,A,,2026-02-23,81724717,40
SCOE,81728918,81728918/004,RDAF,,,A,,,81728918,0
SCOE,81786004,81786004/003,RDAF,,,A,,,81786004,0
SENT,81620810,81620810/014,RDAF,C,See below,A,,2025-11-19,81620810,-1
SENT,81768936,81768936/038,RDAF,A,,A,,2026-04-04,81768936,0
SENT,70574291,70574291/112,RDAF,B,,A,,2025-09-10,70574291,0
SENT,81779361,81779361/050,RDAF,C,200 FC (FH not relevent),A,,2026-04-18,81779361,12
SENT,80520621,80520621/005,RDAF,B,,A,,2018-10-17,80520621,0
SCOE,81789965,81789965/004,RDAF,,,A,,,81789965,0
SENT,81386134,81386134/003,RDAF,C,7200LDGs / 53000FH from 5115FC / 41464FH,C,,2025-08-26,81386134,12
SENT,80018025,80018025/003,RDAF,B,,B,,2015-07-02,80018025,0
SENT,81701471,81701471/004,RDAF,Interim,6 Months,A,,2025-12-14,81701471,79
SENT,81642573,81642573/003,RDAF,C,See below,A,,2025-11-17,81642573,-1
SCOE,81791651,81791651/002,RDAF,,,A,,,81791651,0
SENT,81694256,81694256/003,RDAF,A,N/A,A,,2025-12-15,81694256,0
SCOE,81784342,81784342/003,RDAF,,,A,,,81784342,0
SENT,81363476,81363476/014,RDAF,C,5500FC (FH not relevant),A,,2024-04-01,81363476,83
SCOE,70315718,70315718/801,RDAF,,,A,,,70315718,0
SENT,80038626,80038626/016,RDAF,B,See below,A,,2026-04-15,80038626,-1
SCOE,81752778,81752778/003,RDAF,Interim,6 Months,B,Interim to Definitive,,81752778,-1
SCOE,81176991,81176991/012,RDAF,Interim,6 months,B,Interim to Definitive,,81176991,-1
SENT,81254176,81254176/078,RDAF,C,See below,A,,2023-09-14,81254176,-1
SENT,81706669,81706669/021,RDAF,Interim,6 months,A,,2026-01-14,81706669,62
SCOE,81792035,81792035/003,RDAF,,,A,,,81792035,0
SCOE,70221374,70221374/901,RDAF,,,A,,,70221374,0
SENT,80977111,80977111/022,RDAF,Interim,6 months,A,,2025-12-03,80977111,81
SENT,80258348,80258348/003,RDAF,B,,B,,2017-03-22,80258348,0
SCOE,81788852,81788852/003,RDAF,,,A,,,81788852,0
SENT,81668626,81668626/032,RDAF,Interim,6 Months,A,,2025-12-11,81668626,80
SCOE,81777631,81777631/014,RDAF,,,A,,,81777631,0
SCOE,81784458,81784458/003,RDAF,,,A,,,81784458,0
SENT,81722139,81722139/003,RDAF,C,200FC (FH not relevant),A,,2026-01-10,81722139,85
SENT,81761593,81761593/008,RDAF,C,200 FC (FH Not Relevant),A,,2026-03-14,81761593,-1
SENT,81771284,81771284/004,RDAF,A,,A,,2026-04-21,81771284,0
SENT,80854526,80854526/002,RDAF,A,,A,,2020-12-14,80854526,0
SCOE,80140968,80140968/042,RDAF,B,,B,,,80140968,0
SCOE,81682808,81682808/003,RDAF,Interim,6 MONTHS,B,Interim to Definitive,,81682808,-1
SENT,81787106,81787106/004,RDAF,A,,A,,2026-05-02,81787106,0
SENT,81692470,81692470/003,RDAF,C,1 month,A,,2025-12-02,81692470,520
SENT,81253636,81253636/062,RDAF,B,,B,,2023-09-17,81253636,0
SENT,70531551,70531551/113,RDAF,B,,A,,2026-05-07,70531551,0
SENT,80006512,80006512/003,RDAF,A,,A,,2014-11-07,80006512,0
SENT,80754129,80754129/022,RDAF,A,,A,,2024-12-13,80754129,0
SENT,81671477,81671477/032,RDAF,C,5 000 FC (FH not relevant),A,,2025-11-06,81671477,16
SCOE,81791571,81791571/003,RDAF,,,A,,,81791571,0
SENT,81758052,81758052/002,RDAF,A,N/A,A,,2026-05-04,81758052,0
SENT,81783508,81783508/013,RDAF,C,200FC (FH not relevant),A,,2026-05-02,81783508,0
SENT,80228933,80228933/040,RDAF,B,,A,,2020-12-09,80228933,0
SCOE,81777745,81777745/003,RDAF,,,A,,,81777745,0
SCOE,81764791,81764791/003,RDAF,,,A,,,81764791,0
SENT,81628740,81628740/128,RDAF,C,See below,A,,2025-08-27,81628740,-1
SCOE,81789211,81789211/003,RDAF,,,A,,,81789211,0
SENT,80941332,80941332/003,RDAF,B,See below,B,,2021-07-19,80941332,-1
SENT,81777664,81777664/004,RDAF,C,100 FC (FH NOT RELEVANT),A,,2026-04-12,81777664,38
SCOE,81776927,81776927/003,RDAF,,,A,,,81776927,0
SENT,81278548,81278548/003,RDAF,B,See below,A,,2023-10-17,81278548,-1
SENT,81151835,81151835/003,RDAF,B,See below,A,,2023-05-18,81151835,-1
SENT,80569165,80569165/003,RDAF,B,,B,,2019-04-12,80569165,0
SENT,81446609,81446609/003,RDAF,B,,A,,2024-08-14,81446609,0
SENT,80932666,80932666/048,RDAF,B,,B,ESG,2022-10-27,80932666,0
SENT,81784963,81784963/003,RDAF,A,N/A,A,,2026-05-06,81784963,0
SENT,80954281,80954281/084,RDAF,B,,C,Interim to Definitive,2026-03-18,80954281,0
SENT,81712856,81712856/006,RDAF,B,,A,,2026-01-21,81712856,0
SCOE,81692437,81692437/003,RDAF,Interim,6 Months,B,Interim to Definitive,,81692437,-1
SENT,81543748,81543748/003,RDAF,C,16-Feb-2029,A,,2025-02-16,81543748,-1
SCOE,81739660,81739660/003,RDAF,Interim,6 Months,B,Interim to Definitive,,81739660,-1
SENT,81534263,81534263/003,RDAF,C,29-JAN-2029,A,,2025-01-29,81534263,-1
SENT,80606457,80606457/003,RDAF,B,,A,,2019-04-12,80606457,0
SCOE,81787738,81787738/003,RDAF,,,A,,,81787738,0
SENT,80951199,80951199/004,RDAF,B,,B,Interim to Definitive,2022-03-24,80951199,0
SENT,80032289,null,RDAF,,null,A,,,80032289,0
SENT,81615759,81615759/120,RDAF,C,2 FC,A,,2025-11-26,81615759,200
SENT,81754101,81754101/006,RDAF,Interim,6 Months,A,,2026-03-13,81754101,30
SENT,81730260,81730260/003,RDAF,Interim,6 Months,A,,2026-02-09,81730260,47
SCOE,81737433,81737433/005,RDAF,Interim,6 months,B,Interim to Definitive,,81737433,-1
SENT,80965299,80965299/017,RDAF,A,N/A,A,,2026-05-07,80965299,0
SCOE,81791190,81791190/003,RDAF,,,A,,,81791190,0
SCOE,81759035,81759035/003,RDAF,,,A,,,81759035,0
SENT,80665355,80665355/003,RDAF,A,,A,,2019-08-14,80665355,0
SENT,81719746,81719746/004,RDAF,Interim,6 months,A,,2026-01-16,81719746,60
SENT,81784914,81784914/003,RDAF,A,,A,,2026-04-28,81784914,0
SENT,81791137,81791137/005,RDAF,C,200FC (FH not relevant),A,,2026-05-05,81791137,97
SENT,70528410,70528410/020,RDAF,A,See below,A,,2026-05-04,70528410,-1
SCOE,80263843,80263843/013,RDAF,,,A,,,80263843,0
SENT,80841446,80841446/050,RDAF,B,See below,B,Interim to Definitive,2025-04-17,80841446,-1
SENT,80228933,80228933/115,RDAF,A,,A,,2024-10-29,80228933,0
SENT,81753555,81753555/002,RDAF,C,See below,A,,2026-03-03,81753555,-1
SENT,81785786,81785786/003,RDAF,Interim,6 months,A,,2026-05-06,81785786,0
SENT,70502030,70502030/887,RDAF,Interim,6 Months,C,,2026-02-19,70502030,42
SENT,81757068,81757068/003,RDAF,A,,A,,2026-03-10,81757068,0
SENT,81655125,81655125/003,RDAF,C,See below,B,,2025-09-13,81655125,-1
SENT,81008774,81008774/015,RDAF,Interim,6 months,A,,2025-12-17,81008774,77
SENT,81720294,81720294/047,RDAF,Interim,6 months,A,,2026-01-27,81720294,54
SENT,70532217,70532217/049,RDAF,B,,C,,2016-11-02,70532217,0
SENT,80416678,80416678/086,RDAF,B,,A,,2024-02-21,80416678,0
SENT,81782138,81782138/034,RDAF,B,,A,,2026-05-01,81782138,0
SENT,81541125,81541125/002,RDAF,C,48000 LDG/96000 FH (from aircraft first flight),A,,2025-02-24,81541125,3
SENT,81432138,81432138/003,RDAF,C,See below,A,,2024-07-24,81432138,-1
SENT,81748223,81748223/004,RDAF,C,21500 FC / 129100 FH,A,,2026-03-20,81748223,0
SCOE,81755542,81755542/003,RDAF,Interim,6 Months,B,Interim to Definitive,,81755542,-1
SCOE,81779016,81779016/003,RDAF,,,A,,,81779016,0
SENT,80420875,80420875/003,RDAF,B,,A,,2018-02-27,80420875,0
SENT,81781577,81781577/003,RDAF,B,,A,,2026-04-29,81781577,0
SCOE,81783240,81783240/004,RDAF,,,A,,,81783240,0
SCOE,81708584,81708584/003,RDAF,,,A,,,81708584,0
SENT,81420079,81420079/004,RDAF,C,2600FC/9200FH/June 2026(whichever occurs first),A,,2024-06-25,81420079,74
SCOE,80377843,80377843/069,RDAF,B,,B,,,80377843,0
SENT,80965299,80965299/003,RDAF,A,,A,,2021-09-30,80965299,0
SENT,81642452,81642452/003,RDAF,C,See below,A,,2025-08-18,81642452,-1
SENT,81650561,81650561/003,RDAF,C,200 FC(FH not relevant),A,,2025-09-04,81650561,379
SCOE,81789470,81789470/003,RDAF,,,A,,,81789470,0
SENT,81176991,81176991/003,RDAF,B,See below,A,,2023-02-07,81176991,-1
SENT,81258738,81258738/015,RDAF,C,See below,A,,2023-09-21,81258738,-1
SENT,81786412,81786412/030,RDAF,C,2000 FC (FH not relvant),A,,2026-05-01,81786412,0
SENT,81418401,81418401/025,RDAF,Interim,6 months,A,,2026-02-17,81418401,42
SENT,81738744,81738744/009,RDAF,A,N/A,A,,2026-02-24,81738744,0
SENT,81076781,81076781/166,RDAF,Interim,6 months,A,,2026-04-29,81076781,4
SCOE,81790799,81790799/003,RDAF,,,A,,,81790799,0
SCOE,70002709,70002709/801,RDAF,,,A,,,70002709,0
SCOE,81546220,81546220/003,RDAF,,,A,,,81546220,0
SENT,81704090,81704090/004,RDAF,Interim,6 Months,A,,2025-12-08,81704090,82
SCOE,81758233,81758233/003,RDAF,,,A,,,81758233,0
SENT,81734514,81734514/005,RDAF,Interim,6 Months,A,,,81734514,45
SENT,81790415,81790415/007,RDAF,C,10 FC,A,,2026-05-04,81790415,5020
SCOE,81790118,81790118/003,RDAF,,,A,,,81790118,0
SCOE,81699199,81699199/026,RDAF,Interim,6 Months,B,Interim to Definitive,,81699199,-1
SENT,81707767,81707767/012,RDAF,A,N/A,A,,2026-02-24,81707767,0
SENT,81782903,81782903/003,RDAF,A,,A,,2026-04-30,81782903,0
SENT,80004059,80004059/003,RDAF,B,,B,,2016-07-28,80004059,0
SENT,81305102,81305102/004,RDAF,B,,A,,2023-12-26,81305102,0
SCOE,81792087,81792087/003,RDAF,,,A,,,81792087,0
SENT,81552693,81552693/003,RDAF,A,,A,,2025-03-26,81552693,0
SCOE,81756314,81756314/003,RDAF,Interim,6 Months,B,Interim to Definitive,,81756314,-1
SENT,81646028,81646028/066,RDAF,A,None,A,,2025-12-24,81646028,-1
SENT,80095253,80095253/006,RDAF,B,,A,,2015-12-09,80095253,0
SENT,81763357,81763357/003,RDAF,Interim,6 months,A,,2026-04-06,81763357,17
SENT,81658906,81658906/003,RDAF,Interim,6 Months,B,,2025-12-17,81658906,77
SCOE,81739810,81739810/004,RDAF,Interim,6 MONTHS,B,Interim to Definitive,,81739810,-1
SENT,81778406,81778406/003,RDAF,Interim,6 Months,A,,2026-04-21,81778406,8
SCOE,81755622,81755622/003,RDAF,Interim,6 months,B,Interim to Definitive,,81755622,-1
SCOE,70584551,70584551/023,RDAF,Interim,6 Months,B,Interim to Definitive,,70584551,-1
SCOE,81748970,81748970/003,RDAF,Interim,6 months,B,Interim to Definitive,,81748970,-1
SENT,81032807,81032807/003,RDAF,A,,A,,2022-03-04,81032807,0
SCOE,81668981,81668981/025,RDAF,Interim,12 months,B,Interim to Definitive,,81668981,-1
SENT,81750924,81750924/011,RDAF,Interim,6 Months,A,,2026-03-04,81750924,35
SENT,81286936,81286936/065,RDAF,B,See below,B,Interim to Definitive,2024-04-25,81286936,-1
SENT,80483052,80483052/056,RDAF,C,2600FC / 6000FH / 24 Months (whichever is first)From 21237FC/ 47192FH / August 2020,C,,2020-10-26,80483052,276
SCOE,81533385,81533385/005,RDAF,Interim,6 Months,B,Interim to Definitive,,81533385,-1
SENT,81716984,81716984/003,RDAF,C,See below,A,,2025-12-31,81716984,-1
SENT,81662814,81662814/004,RDAF,B,,A,,2025-12-08,81662814,0
SCOE,81739263,81739263/004,RDAF,,,A,,,81739263,0
SCOE,81790945,81790945/003,RDAF,,,A,,,81790945,0
SENT,81493135,81493135/002,RDAF,C,See below,A,,,81493135,-1
SENT,81669919,81669919/080,RDAF,Interim,6 months,A,,2026-05-06,81669919,0
SENT,80377775,80377775/080,RDAF,B,,A,,2021-03-08,80377775,0
SCOE,81698930,81698930/004,RDAF,Interim,6 MONTHS,B,Interim to Definitive,,81698930,-1
SENT,81730853,81730853/004,RDAF,Interim,6 months,A,,2026-02-16,81730853,43
SCOE,81776706,81776706/003,RDAF,,,A,,,81776706,0
SENT,81709907,81709907/003,RDAF,B,,A,,2026-02-05,81709907,0
SENT,81781186,81781186/003,RDAF,B,N/A,A,,2026-05-05,81781186,0
SENT,80975162,80975162/004,RDAF,B,,B,Interim to Definitive,2022-04-22,80975162,0
SENT,81761705,81761705/019,RDAF,A,N/A,A,,2026-05-06,81761705,0
SENT,80454216,80454216/024,RDAF,B,See below,A,,2026-05-06,80454216,-1
SENT,81647703,81647703/003,RDAF,C,200 FC (FH not relevant),A,,2025-09-02,81647703,275
SCOE,81789038,81789038/024,RDAF,,,A,,,81789038,0
SENT,81504823,81504823/002,RDAF,B,,A,,2025-03-06,81504823,0
SENT,81619238,81619238/042,RDAF,Interim,12 months,A,,2025-09-12,81619238,65
SENT,81647971,81647971/005,RDAF,C,1000FC (FH not relevant),A,,2025-08-27,81647971,48
SENT,80954281,80954281/098,RDAF,B,,C,Interim to Definitive,2026-03-16,80954281,0
SENT,80215181,80215181/096,RDAF,B,,B,,2019-06-17,80215181,0
SCOE,81644086,81644086/004,RDAF,Interim,6 Months,B,Interim to Definitive,,81644086,-1
SCOE,81689599,81689599/002,RDAF,Interim,6 MONTHS,B,Interim to Definitive,,81689599,-1
SENT,70245922,70245922/838,RDAF,C,4400 FC (FH not relevant),A,,2022-02-22,70245922,37
SCOE,81770406,81770406/003,RDAF,,,A,,,81770406,0
SENT,81786122,81786122/003,RDAF,C,50 FC (FH not relevant),A,,2026-04-25,81786122,-1
SCOE,80830338,80830338/137,RDAF,B,,B,,,80830338,0
SENT,81718028,81718028/003,RDAF,Interim,6 months,A,,2026-01-17,81718028,59
SCOE,81227442,81227442/082,RDAF,,,A,,,81227442,0
SENT,81771104,81771104/004,RDAF,B,,A,,2026-05-04,81771104,0
SENT,80006073,80006073/043,RDAF,B,,A,,2014-11-10,80006073,0
SENT,81679752,81679752/004,RDAF,C,See below,B,Interim to Definitive,2026-05-02,81679752,-1
SCOE,81575526,81575526/005,RDAF,Interim,6 Months,B,Interim to Definitive,,81575526,-1
SENT,80128249,80128249/003,RDAF,B,,B,,2016-08-29,80128249,0
SCOE,81776502,81776502/025,RDAF,,,A,,,81776502,0
SENT,81024775,81024775/081,RDAF,C,See below,B,,2024-02-14,81024775,-1
SENT,80307937,80307937/029,RDAF,Interim,6 Months,A,,2026-03-18,80307937,26
SCOE,81307270,81307270/204,RDAF,Interim,6 months,B,Interim to Definitive,,81307270,-1
SENT,81700107,81700107/056,RDAF,A,N/A,A,,2026-05-07,81700107,0
SENT,80592091,80592091/003,RDAF,A,,A,,2019-03-11,80592091,0
SCOE,81777222,81777222/005,RDAF,Interim,6 months,B,Interim to Definitive,,81777222,-1
SENT,81588261,81588261/005,RDAF,B,See below,C,Interim to Definitive,2025-12-23,81588261,-1
SENT,81782790,81782790/003,RDAF,C,50FC (FH not relevant),A,,2026-04-20,81782790,-1
SENT,80121168,80121168/040,RDAF,B,,A,,2020-02-26,80121168,0
SENT,80975162,80975162/030,RDAF,B,,B,Interim to Definitive,2022-04-22,80975162,0
SENT,80018986,80018986/003,RDAF,B,,B,,2015-06-19,80018986,0
SENT,81719410,81719410/010,RDAF,A,,A,,2026-01-14,81719410,0
SCOE,81785382,81785382/003,RDAF,,,A,,,81785382,0
SCOE,81535504,81535504/005,RDAF,Interim,6 Months,B,Interim to Definitive,,81535504,-1
SENT,80121578,80121578/154,RDAF,B,See below,B,Interim to Definitive,2022-06-09,80121578,-1
SENT,81707304,81707304/005,RDAF,Interim,6 Months,A,,2025-12-17,81707304,76
SENT,81740979,81740979/004,RDAF,C,24 months (FC <(>&<)> FH not relevant).,A,,2026-02-09,81740979,11
SENT,81635482,81635482/036,RDAF,B,,A,,2025-09-17,81635482,0
SENT,80157155,80157155/037,RDAF,A,N/A,A,,2026-03-11,80157155,0
SENT,81723171,81723171/003,RDAF,Interim,See below,A,,2026-03-19,81723171,-1
SENT,81115348,81115348/003,RDAF,B,,A,,2022-10-11,81115348,0
SENT,81295387,81295387/003,RDAF,C,6000FC (FH not relevant),B,,2026-02-04,81295387,83
SENT,81780878,81780878/005,RDAF,A,,A,,2026-04-29,81780878,0
SENT,81777762,81777762/003,RDAF,B,,A,,2026-05-04,81777762,0
SENT,81476100,81476100/030,RDAF,C,1250 FC (FH Not Relevant),D,,2025-06-06,81476100,177
SENT,70535838,70535838/018,RDAF,C,See below,C,,2022-06-06,70535838,-1
SENT,81120060,81120060/004,RDAF,C,200 FC (FH not relevant),A,,,81120060,774
SENT,81788983,81788983/003,RDAF,A,,A,,2026-05-05,81788983,0
SENT,81771340,81771340/003,RDAF,B,,A,,2026-05-05,81771340,0
SENT,80003216,80003216/003,RDAF,B,,B,,2015-01-21,80003216,0
SENT,81689997,81689997/004,RDAF,Interim,6 Months,A,,2025-12-05,81689997,84
SCOE,81773532,81773532/003,RDAF,Interim,6 MONTHS,B,Interim to Definitive,,81773532,-1
SENT,81767076,81767076/005,RDAF,Interim,6 months.,A,,2026-04-27,81767076,5
SENT,80042606,80042606/006,RDAF,B,,A,,2015-06-12,80042606,0
SENT,81612693,81612693/004,RDAF,C,200 FC (FH not relevant),A,,,81612693,827
SENT,81780791,81780791/003,RDAF,A,N/A,A,,2026-05-04,81780791,0
SENT,81591864,81591864/028,RDAF,C,See below,A,,2025-08-14,81591864,-1
SENT,70245922,70245922/872,RDAF,B,,A,ESG,2022-05-27,70245922,0
SENT,81777771,81777771/005,RDAF,C,200 FC,A,,2026-04-13,81777771,71
SENT,81615759,81615759/215,RDAF,C,3 FC,A,,2025-12-23,81615759,133
SENT,81644140,81644140/002,RDAF,C,200 FC (FH not relevant),A,,2025-08-20,81644140,364
SCOE,70502030,70502030/860,RDAF,Interim,6 Months,B,Interim to Definitive,,70502030,-1
SENT,70589486,70589486/098,RDAF,B,,A,,2026-02-24,70589486,0
SENT,81361681,81361681/048,RDAF,C,See below,A,,2024-08-01,81361681,-1
SCOE,81785551,81785551/003,RDAF,,,A,,,81785551,0
SCOE,81725198,81725198/004,RDAF,Interim,6 months,B,Interim to Definitive,,81725198,-1
SENT,80127475,80127475/013,RDAF,B,,B,,2016-07-27,80127475,0
SENT,81651952,81651952/022,RDAF,C,See below,B,,2025-11-17,81651952,-1
SENT,81652342,81652342/004,RDAF,C,250FC (FH Not relevant),A,,2025-09-07,81652342,369
SENT,81754478,81754478/004,RDAF,C,7 500 FC / 15 000 FH (Whichever occurs first),A,,2026-03-09,81754478,-1
SCOE,81706663,81706663/003,RDAF,,,A,,,81706663,0
SENT,81783533,81783533/003,RDAF,Interim,6 Months,A,,2026-04-29,81783533,4
SCOE,70580233,70580233/037,RDAF,,,A,,,70580233,0
SENT,80271661,80271661/003,RDAF,B,,C,,2020-09-23,80271661,0
SENT,81783207,81783207/003,RDAF,C,See below,A,,2026-04-28,81783207,-1
SCOE,81738454,81738454/002,RDAF,Interim,6 months,B,Interim to Definitive,,81738454,-1
SENT,81255213,81255213/005,RDAF,B,,A,,2023-09-12,81255213,0
SENT,80947987,80947987/096,RDAF,B,,B,Interim to Definitive,2022-04-20,80947987,0
SENT,81360210,81360210/015,RDAF,Interim,6 months,A,,2025-12-18,81360210,76
SENT,81773856,81773856/009,RDAF,C,See below,A,,2026-04-07,81773856,-1
SENT,81781857,81781857/019,RDAF,B,,A,,2026-05-04,81781857,0
SENT,70532284,70532284/046,RDAF,B,,D,,2020-05-19,70532284,0
SENT,70331710,70331710/801,RDAF,B,,C,,2019-02-11,70331710,0
SENT,81789376,81789376/004,RDAF,Interim,6 Months,A,,2026-05-05,81789376,1
SCOE,81777641,81777641/037,RDAF,Interim,6 months,B,Interim to Definitive,,81777641,-1
SCOE,80612960,80612960/090,RDAF,,,A,,,80612960,0
SCOE,81543258,81543258/003,RDAF,,,A,,,81543258,0
SCOE,81696721,81696721/005,RDAF,Interim,6 months,B,Interim to Definitive,,81696721,-1
SENT,81186817,81186817/005,RDAF,A,,A,,2023-02-28,81186817,0
SENT,81767907,81767907/010,RDAF,A,,A,,2026-04-08,81767907,0
SENT,81783877,81783877/003,RDAF,B,N/A,A,,2026-05-07,81783877,0
SENT,81772173,81772173/004,RDAF,Interim,6 months,A,,2026-04-07,81772173,15
SENT,81712816,81712816/004,RDAF,C,1 000 FC (FH not relevant),A,,2025-12-20,81712816,44
SENT,81591854,81591854/038,RDAF,B,,A,,2025-08-20,81591854,0
SENT,80021143,80021143/003,RDAF,B,,B,,2016-10-17,80021143,0
SENT,81758512,81758512/003,RDAF,Interim,6 Month(s),A,,2026-03-19,81758512,26
SENT,81784552,81784552/003,RDAF,Interim,6 Months,A,,2026-04-30,81784552,3
SENT,81603449,81603449/005,RDAF,C,200 FC (FH not relevant),A,,2025-06-06,81603449,182
SENT,81690044,81690044/004,RDAF,B,,B,Interim to Definitive,2026-04-22,81690044,0
SENT,80754129,80754129/003,RDAF,A,,B,,2020-03-04,80754129,0
SCOE,80004743,80004743/029,RDAF,,,A,,,80004743,0
SENT,80991717,80991717/003,RDAF,B,,B,Interim to Definitive,2022-02-01,80991717,0
SENT,80136514,80136514/017,RDAF,B,,A,,2018-11-27,80136514,0
SENT,81622764,81622764/002,RDAF,C,1 Year,A,,2025-07-25,81622764,78
SCOE,81051467,81051467/159,RDAF,Interim,6 months (FC/FH not relevant),B,Interim to Definitive,,81051467,-1
SCOE,80397157,80397157/047,RDAF,Interim,6 Months,B,Interim to Definitive,,80397157,-1
SENT,81720472,81720472/004,RDAF,Interim,6 Months,B,,2026-03-03,81720472,35
SENT,80151120,80151120/034,RDAF,A,,B,,2017-08-31,80151120,0
SENT,81765792,81765792/003,RDAF,Interim,6 Months,A,,2026-05-06,81765792,0
SENT,81772237,81772237/007,RDAF,C,250 FC (FH not relevant),B,,2026-04-28,81772237,5
SCOE,81786481,81786481/004,RDAF,,,A,,,81786481,0
SCOE,81344089,81344089/052,RDAF,Interim,6 Months,B,Interim to Definitive,,81344089,-1
SCOE,81674642,81674642/005,RDAF,Interim,6 Months,B,Interim to Definitive,,81674642,-1
SENT,81782853,81782853/007,RDAF,C,See below,A,,2026-04-21,81782853,-1
SENT,81423868,81423868/003,RDAF,C,600 FC (FH not relevant),C,,2025-01-21,81423868,181
SENT,81768642,81768642/003,RDAF,A,N/A,A,,2026-04-30,81768642,0
SCOE,80316468,80316468/091,RDAF,Interim,6 Months,B,Interim to Definitive,,80316468,-1
SCOE,81741237,81741237/008,RDAF,Interim,6 Months,B,Interim to Definitive,,81741237,-1
SCOE,81728829,81728829/003,RDAF,Interim,6 Months,B,Interim to Definitive,,81728829,-1
SCOE,81048063,81048063/025,RDAF,Interim,6 MONTHS,B,Interim to Definitive,,81048063,-1
SENT,81615859,81615859/005,RDAF,C,200 FC (FH not relevant),A,,2025-06-28,81615859,638
SENT,81721019,81721019/002,RDAF,Interim,6 Months,A,,2026-01-30,81721019,51
SCOE,81674180,81674180/004,RDAF,Interim,6 Months,B,Interim to Definitive,,81674180,-1
SCOE,81758514,81758514/003,RDAF,,,A,,,81758514,0
SENT,81282552,81282552/023,RDAF,A,,A,,2026-01-08,81282552,0
SENT,81698247,81698247/043,RDAF,C,200FC (FH not relevant),B,,2025-11-30,81698247,425
SENT,81144207,81144207/048,RDAF,Interim,6 Months,A,,2025-12-31,81144207,69
SCOE,81744242,81744242/002,RDAF,Interim,6 months,B,Interim to Definitive,,81744242,-1
SENT,81763606,81763606/007,RDAF,C,See below,A,,2026-03-20,81763606,-1
SENT,81397638,81397638/022,RDAF,C,6th May 2026,B,,2026-03-27,81397638,-1
SCOE,81705827,81705827/003,RDAF,Interim,6 months,B,Interim to Definitive,,81705827,-1
SENT,81620810,81620810/072,RDAF,A,N/A,B,,2025-10-02,81620810,0
SCOE,81789122,81789122/005,RDAF,,,A,,,81789122,0
SENT,81357155,81357155/012,RDAF,A,N/A,A,,2024-02-16,81357155,0
SCOE,81716862,81716862/003,RDAF,Interim,6 Months,B,Interim to Definitive,,81716862,-1
SENT,81028178,81028178/003,RDAF,B,,B,Interim to Definitive,2022-08-09,81028178,0
SCOE,81659659,81659659/003,RDAF,,,A,,,81659659,0
SCOE,81726069,81726069/006,RDAF,Interim,6 months,B,Interim to Definitive,,81726069,-1
SCOE,81745312,81745312/005,RDAF,Interim,6 months,B,Interim to Definitive,,81745312,-1
SENT,81238723,81238723/054,RDAF,B,See below,B,,2023-08-04,81238723,-1
SENT,80144755,80144755/004,RDAF,B,,A,,2016-04-15,80144755,0
SENT,81617174,81617174/003,RDAF,C,12 Months,B,,2025-09-15,81617174,64
SENT,81615759,81615759/272,RDAF,A,N/A,A,,2026-03-09,81615759,0
SENT,80406544,80406544/109,RDAF,B,,B,,2026-04-20,80406544,0
SCOE,81755721,81755721/042,RDAF,Interim,6 Months,B,Interim to Definitive,,81755721,-1
SENT,81726442,81726442/011,RDAF,Interim,6 Months,A,,2026-02-04,81726442,50
SENT,80788214,80788214/068,RDAF,B,,A,,2024-09-17,80788214,0
SENT,80969030,80969030/005,RDAF,B,,B,Interim to Definitive,2022-03-07,80969030,0
SENT,81787081,81787081/002,RDAF,B,,A,,2026-04-30,81787081,0
SCOE,80710155,80710155/056,RDAF,,,A,,,80710155,0
SENT,81785013,81785013/004,RDAF,A,N/A,A,,2026-05-04,81785013,0
SENT,70532068,70532068/154,RDAF,B,,B,,2021-03-10,70532068,0
SENT,81030227,81030227/005,RDAF,B,,B,,2023-08-01,81030227,0
SENT,81226348,81226348/034,RDAF,C,See below,B,,2026-05-06,81226348,-1
SCOE,81656712,81656712/026,RDAF,Interim,6 Months,B,Interim to Definitive,,81656712,-1
SCOE,81767608,81767608/005,RDAF,Interim,6 Months,C,Interim to Definitive,,81767608,-1
SENT,81724839,81724839/014,RDAF,C,See below,A,,2026-01-25,81724839,-1
SCOE,81730793,81730793/006,RDAF,Interim,6 months,B,Interim to Definitive,,81730793,-1
SENT,70588028,70588028/034,RDAF,B,,A,,2023-12-19,70588028,0
SENT,81312958,81312958/013,RDAF,A,N/A,A,,2023-11-19,81312958,0
SENT,81696786,81696786/012,RDAF,Interim,6 months,A,,2025-12-03,81696786,85
SENT,81615723,81615723/012,RDAF,C,200FC,B,,,81615723,782
SENT,81785314,81785314/003,RDAF,A,N/A,A,,2026-05-04,81785314,0
SCOE,81784693,81784693/005,RDAF,,,A,,,81784693,0
SCOE,81777558,81777558/003,RDAF,,,A,,,81777558,0
