Status,Dossier_ID,DocumentID,DocType,DocCategory,LimitationType,Issue,rdafType,startDate,UniversalKey,LimitationLife
SCOE,81790283,81790283/003,RDAF,,,A,,,81790283,0
SCOE,81772106,81772106/002,RDAF,Interim,6 months,B,Interim to Definitive,,81772106,-1
SENT,81718163,81718163/015,RDAF,Interim,6 months,B,,2026-01-07,81718163,65
SENT,80214533,80214533/016,RDAF,B,,B,,2019-07-01,80214533,0
SENT,70579428,70579428/107,RDAF,B,,C,,2016-04-21,70579428,0
SENT,81729594,81729594/004,RDAF,A,N/A,A,,2026-03-02,81729594,0
SENT,81730033,81730033/079,RDAF,Interim,6 Months,A,,2026-02-23,81730033,40
SCOE,81766922,81766922/003,RDAF,,,A,,,81766922,0
SENT,81134478,81134478/040,RDAF,A,,A,,2023-08-02,81134478,0
SENT,81358070,81358070/008,RDAF,B,,A,,2024-06-10,81358070,0
SCOE,81789324,81789324/003,RDAF,,,A,,,81789324,0
SENT,81719331,81719331/004,RDAF,C,2FCs (FH not relevant),A,,2026-01-09,81719331,13000
SENT,81397235,81397235/003,RDAF,C,See below,A,,2024-09-03,81397235,-1
SENT,80122716,80122716/003,RDAF,A,,A,,2016-03-15,80122716,0
SCOE,81781198,81781198/004,RDAF,,,A,,,81781198,0
SENT,81642086,81642086/010,RDAF,C,See below,D,,2026-01-19,81642086,-1
SENT,70552107,70552107/376,RDAF,B,,A,,2018-05-25,70552107,0
SENT,70583030,70583030/033,RDAF,C,See below,B,Interim to Definitive,2023-07-28,70583030,-1
SENT,80099039,80099039/064,RDAF,B,,B,,2016-06-20,80099039,0
SENT,81462999,81462999/017,RDAF,B,,A,,2026-05-04,81462999,0
SENT,81744599,81744599/045,RDAF,C,400FC (FH not relevant),A,,2026-04-02,81744599,72
SENT,81676735,81676735/005,RDAF,C,20 FC (FH not relevant),A,,2025-10-19,81676735,50450
SENT,81786655,81786655/003,RDAF,A,N/A,A,,2026-05-02,81786655,0
SENT,81255589,81255589/005,RDAF,B,,A,,,81255589,0
SENT,81364528,81364528/003,RDAF,B,,A,,,81364528,0
SCOE,81789183,81789183/003,RDAF,,,A,,,81789183,0
SENT,81716716,81716716/003,RDAF,Interim,6 months,A,,2026-01-21,81716716,58
SENT,70593785,70593785/020,RDAF,B,,A,,2021-05-04,70593785,0
SENT,81748185,81748185/004,RDAF,B,See below,A,,2026-03-01,81748185,-1
SENT,80414500,80414500/020,RDAF,B,,A,,2024-03-29,80414500,0
SENT,80996154,80996154/003,RDAF,C,6 years from 06 DEC 2021,B,,2024-10-31,80996154,25
SENT,81601014,81601014/031,RDAF,C,See below,B,,2026-04-24,81601014,-1
SENT,81676871,81676871/003,RDAF,C,5000 FC (FH not relevant),A,,2025-10-20,81676871,19
SENT,80415988,80415988/003,RDAF,B,,A,,2018-02-01,80415988,0
SENT,81785084,81785084/007,RDAF,B,N/A,A,,2026-04-29,81785084,0
SCOE,81780264,81780264/003,RDAF,,,A,,,81780264,0
SCOE,81770739,81770739/040,RDAF,Interim,6 months,C,Interim to Definitive,,81770739,-1
SENT,81312840,81312840/004,RDAF,A,,A,,2023-11-27,81312840,0
SENT,80379392,80379392/078,RDAF,A,N/A,B,Interim to Definitive,2025-12-02,80379392,0
SENT,81756191,81756191/004,RDAF,Interim,6 Months,A,,2026-03-11,81756191,31
SCOE,81791823,81791823/003,RDAF,,,A,,,81791823,0
SENT,80479155,80479155/092,RDAF,C,See below,B,,2024-07-05,80479155,-1
SENT,70583051,70583051/066,RDAF,B,,A,,2026-05-01,70583051,0
SENT,80651522,80651522/007,RDAF,A,,B,,2019-12-17,80651522,0
SENT,81307975,81307975/004,RDAF,B,,B,Interim to Definitive,2024-04-08,81307975,0
SENT,81490791,81490791/004,RDAF,C,2200FC / 24 months (FH not relevant),A,,2024-11-07,81490791,74
SCOE,81752981,81752981/005,RDAF,Interim,6 months,B,Interim to Definitive,,81752981,-1
SCOE,81778804,81778804/003,RDAF,,,A,,,81778804,0
SENT,81416546,81416546/028,RDAF,C,See below,A,,2024-08-26,81416546,-1
SCOE,81784677,81784677/004,RDAF,,,A,,,81784677,0
SENT,81715652,81715652/002,RDAF,C,400 FC (FH Not relevant),B,,2026-01-28,81715652,158
SENT,81762124,81762124/003,RDAF,Interim,6 Months,A,,2026-04-09,81762124,14
SENT,81716829,81716829/025,RDAF,Interim,6 Month(s),A,,2026-03-24,81716829,24
SENT,81013123,81013123/003,RDAF,C,See below,C,,2022-04-13,81013123,-1
SENT,81636177,81636177/003,RDAF,Interim,6 months,A,,2025-12-22,81636177,74
SENT,81446302,81446302/076,RDAF,Interim,6 months,A,,2025-12-22,81446302,74
SCOE,81663616,81663616/004,RDAF,,,A,,,81663616,0
SENT,80623594,80623594/003,RDAF,A,,A,,2019-05-20,80623594,0
SENT,81364571,81364571/034,RDAF,A,,A,,2025-04-11,81364571,0
SENT,81745057,81745057/005,RDAF,Interim,6 months,A,,2026-03-26,81745057,23
SCOE,81780503,81780503/004,RDAF,Interim,6 Months,B,Interim to Definitive,,81780503,-1
SENT,81700599,81700599/003,RDAF,Interim,6 MONTHS,A,,2025-12-02,81700599,85
SENT,81490341,81490341/263,RDAF,C,3 600 FC / FH not relevant,A,,2025-05-14,81490341,16
SENT,80952336,80952336/004,RDAF,B,,C,Interim to Definitive,2026-03-13,80952336,0
SENT,81731177,81731177/002,RDAF,C,3 500 FC (FH not relevant),C,,2026-04-08,81731177,-1
SENT,81749791,81749791/003,RDAF,B,N/A,A,,2026-05-07,81749791,0
SENT,81725712,81725712/030,RDAF,Interim,6 months,A,,2026-02-09,81725712,47
SCOE,81776199,81776199/003,RDAF,,,A,,,81776199,0
SENT,81551871,81551871/003,RDAF,A,,A,,2025-03-25,81551871,0
SCOE,70008110,70008110/803,RDAF,,,A,,,70008110,0
SENT,81236901,81236901/061,RDAF,C,6 800 FC (FH not relevant),A,,2026-04-01,81236901,1
SENT,81662114,81662114/003,RDAF,C,2 000 FC (FH not relevant),B,,2025-12-04,81662114,36
SENT,81770161,81770161/004,RDAF,A,N/A,A,,2026-05-05,81770161,0
SCOE,81682711,81682711/009,RDAF,Interim,6 Months,B,Interim to Definitive,,81682711,-1
SENT,81707335,81707335/003,RDAF,C,123400FC / 246900FH (From aircraft 1st flight),A,,2026-03-27,81707335,0
SCOE,81670558,81670558/022,RDAF,,,A,,,81670558,0
SENT,81655517,81655517/005,RDAF,C,600FC (FH not relevant),D,,2025-10-23,81655517,65
SCOE,70508908,70508908/801,RDAF,,,A,,,70508908,0
SENT,81212048,81212048/005,RDAF,C,2200FC/16100FH/36MONTHS WHICHEVER OCCURS FIRST,A,,2023-06-01,81212048,97
SENT,80383158,80383158/061,RDAF,B,,B,,2024-11-19,80383158,0
SCOE,81750093,81750093/003,RDAF,Interim,6 Months,C,Interim to Definitive,,81750093,-1
SCOE,81708487,81708487/004,RDAF,,,A,,,81708487,0
SENT,81785391,81785391/010,RDAF,A,,A,,2026-05-04,81785391,0
SENT,81650561,81650561/021,RDAF,A,,A,,2025-10-22,81650561,0
SENT,81777555,81777555/008,RDAF,C,200 FC (FH NOT RELEVANT),B,,2026-04-11,81777555,41
SENT,81122789,81122789/037,RDAF,C,4400 FC / 12000 FH (whichever occurs first),B,,2025-05-27,81122789,34
SENT,81758241,81758241/004,RDAF,Interim,6 Months,A,,2026-03-16,81758241,28
SENT,81764666,81764666/003,RDAF,C,200 FC (FH not relevant),A,,2026-03-21,81764666,40
SENT,70531160,70531160/278,RDAF,B,,B,,2020-06-03,70531160,0
SCOE,81784535,81784535/003,RDAF,,,A,,,81784535,0
SENT,80206048,80206048/003,RDAF,A,,A,,2016-09-27,80206048,0
SENT,81742465,81742465/005,RDAF,C,1 000 FC (FH not relevant),A,,2026-02-11,81742465,-1
SENT,80416678,80416678/003,RDAF,B,,A,,2018-02-07,80416678,0
SCOE,81741175,81741175/004,RDAF,Interim,6 Months,B,Interim to Definitive,,81741175,-1
SENT,81364780,81364780/007,RDAF,C,500FC (FH not relevant),A,,2024-03-08,81364780,197
SENT,80006073,80006073/003,RDAF,B,,A,,2014-11-10,80006073,0
SENT,81752986,81752986/012,RDAF,A,,A,,2026-04-08,81752986,0
SCOE,81138961,81138961/023,RDAF,Interim,6 Months,B,Interim to Definitive,,81138961,-1
SENT,81719618,81719618/013,RDAF,A,N/A,A,,2026-01-13,81719618,0
SENT,81140325,81140325/026,RDAF,A,,A,,2026-05-05,81140325,0
SENT,81792439,81792439/004,RDAF,C,50FC (FH not relevant),A,,2026-05-07,81792439,-1
SENT,81735568,81735568/003,RDAF,C,See below,C,,2026-05-05,81735568,-1
SENT,80051948,80051948/003,RDAF,B,,A,,2015-07-03,80051948,0
SENT,81375532,81375532/003,RDAF,C,2 500 FC / 5 000 FH,A,,2024-03-22,81375532,7
SENT,81687441,81687441/003,RDAF,Interim,6 Months,A,,2025-12-02,81687441,85
SCOE,81782058,81782058/003,RDAF,,,A,,,81782058,0
SENT,81761557,81761557/003,RDAF,C,200FC (FH not relevant),B,,2026-04-07,81761557,38
SENT,80932666,80932666/073,RDAF,B,See below,A,ESG,2022-09-13,80932666,-1
SENT,81474629,81474629/038,RDAF,C,24 months (FH/FC not relevant),A,,2024-10-15,81474629,77
SENT,80819207,80819207/003,RDAF,C,200 FC (FH not relevant),A,,2020-08-25,80819207,3566
SENT,81691993,81691993/008,RDAF,B,N/A,B,Interim to Definitive,2026-04-28,81691993,0
SENT,81255578,81255578/015,RDAF,C,See below,A,,2023-09-08,81255578,-1
SENT,80953929,80953929/018,RDAF,B,,B,Interim to Definitive,2026-05-04,80953929,0
SCOE,81714950,81714950/060,RDAF,Interim,6 Months,B,Interim to Definitive,,81714950,-1
SCOE,80475081,80475081/016,RDAF,,,A,ESG,,80475081,0
SENT,81668626,81668626/030,RDAF,Interim,6 Months,A,,2025-12-10,81668626,81
SENT,81779684,81779684/002,RDAF,C,1000 FC (FH not relevant),A,,2026-04-15,81779684,8
SENT,81757303,81757303/003,RDAF,C,50FC (FH not relevant),A,,,81757303,227
SENT,81635377,81635377/003,RDAF,Interim,6 months,A,,2025-09-16,81635377,128
SENT,81715248,81715248/004,RDAF,A,N/A,A,,2026-01-02,81715248,0
SCOE,81297090,81297090/003,RDAF,B,,B,,,81297090,0
SCOE,70592067,70592067/037,RDAF,Interim,6 MONTHS,B,Interim to Definitive,,70592067,-1
SENT,80952337,80952337/003,RDAF,B,,B,Interim to Definitive,2022-02-22,80952337,0
SCOE,81780011,81780011/003,RDAF,,,A,,,81780011,0
SCOE,81776572,81776572/003,RDAF,,,A,,,81776572,0
SENT,81257908,81257908/005,RDAF,B,,A,,2023-09-05,81257908,0
SENT,81655854,81655854/003,RDAF,B,,B,Interim to Definitive,,81655854,0
SENT,81744681,81744681/006,RDAF,A,N/A,A,,2026-05-06,81744681,0
SCOE,81171391,81171391/116,RDAF,,,A,,,81171391,0
SENT,81786429,81786429/004,RDAF,Interim,6 Months,A,,2026-04-30,81786429,3
SENT,81725184,81725184/004,RDAF,Interim,6 MONTHS,A,,2026-01-30,81725184,53
SENT,81115466,81115466/003,RDAF,C,See below,B,,2026-01-09,81115466,-1
SENT,80062039,80062039/419,RDAF,B,,A,,2024-12-10,80062039,0
SENT,81789880,81789880/004,RDAF,A,N/A,A,,2026-05-07,81789880,0
SCOE,81780565,81780565/004,RDAF,Interim,6 Months,B,Interim to Definitive,,81780565,-1
SENT,81697373,81697373/002,RDAF,A,,A,,2026-01-22,81697373,0
SENT,81635482,81635482/034,RDAF,A,,A,,2025-09-05,81635482,0
SENT,70535838,70535838/071,RDAF,C,4000 FC / 6000 FH / 24 months whichever first,A,,2024-08-02,70535838,88
SENT,80533276,80533276/003,RDAF,C,2200FC / 16100FH / 36 Months whichever occurs first,B,,2019-05-21,80533276,232
SENT,81295387,81295387/167,RDAF,A,N/A,A,,2026-02-03,81295387,0
SCOE,80875712,80875712/012,RDAF,,,A,,,80875712,0
SENT,81323948,81323948/024,RDAF,B,,B,Interim to Definitive,2026-05-04,81323948,0
SENT,81397235,81397235/033,RDAF,C,See below,A,,2024-09-03,81397235,-1
SENT,81697127,81697127/004,RDAF,A,,A,,2025-12-17,81697127,0
SENT,81750488,81750488/058,RDAF,B,,A,,2026-03-20,81750488,0
SCOE,81787699,81787699/003,RDAF,,,A,,,81787699,0
SCOE,81746693,81746693/021,RDAF,Interim,6 Months,B,Interim to Definitive,,81746693,-1
SENT,80048761,80048761/004,RDAF,B,,A,,2015-06-11,80048761,0
SENT,81729590,81729590/005,RDAF,A,See below,A,,2026-03-10,81729590,-1
SENT,81696011,81696011/004,RDAF,C,3500 FC (FH not relevant),A,,2025-11-21,81696011,17
SENT,81739519,81739519/010,RDAF,A,N/A,A,,2026-04-30,81739519,0
SENT,81640108,81640108/005,RDAF,A,,B,Interim to Definitive,,81640108,0
SENT,81783163,81783163/003,RDAF,A,,A,,2026-05-04,81783163,0
SCOE,81783611,81783611/003,RDAF,,,A,,,81783611,0
SENT,81635482,81635482/038,RDAF,A,,A,,,81635482,0
SENT,81785859,81785859/003,RDAF,A,,A,,2026-05-01,81785859,0
SENT,81286700,81286700/004,RDAF,A,,A,,2023-10-07,81286700,0
SENT,81720586,81720586/003,RDAF,Interim,6 months,A,,2026-01-19,81720586,58
SENT,81331402,81331402/003,RDAF,B,,A,,2024-01-31,81331402,0
SENT,81619070,81619070/004,RDAF,C,See below,B,,2026-01-16,81619070,-1
SENT,81302278,81302278/003,RDAF,C,See below,A,,2023-10-31,81302278,-1
SENT,81736335,81736335/004,RDAF,Interim,6 Months,A,,2026-02-20,81736335,41
SENT,81430289,81430289/007,RDAF,C,See below,A,,2024-07-26,81430289,-1
SENT,81761525,81761525/004,RDAF,C,200 FC (FH not relevant),A,,2026-03-14,81761525,59
SENT,81705104,81705104/003,RDAF,Interim,6 Months,A,,2026-01-21,81705104,57
SENT,80962475,80962475/004,RDAF,B,,A,,2021-09-16,80962475,0
SCOE,81771183,81771183/003,RDAF,,,A,,,81771183,0
SENT,80665355,80665355/009,RDAF,A,,A,,2019-11-19,80665355,0
SENT,80364112,80364112/070,RDAF,C,See below,A,,2026-02-28,80364112,-1
SENT,81789818,81789818/002,RDAF,C,200 FC (FH not relevant),A,,2026-05-01,81789818,-1
SCOE,81781520,81781520/003,RDAF,,,A,,,81781520,0
SCOE,81720481,81720481/004,RDAF,Interim,6 Month,B,Interim to Definitive,,81720481,-1
SCOE,81584608,81584608/003,RDAF,,,A,,,81584608,0
SENT,81692704,81692704/003,RDAF,C,3000 FC (FH Not Relevant),A,,2025-12-02,81692704,22
SCOE,81763252,81763252/003,RDAF,,,A,,,81763252,0
SENT,81763040,81763040/003,RDAF,Interim,6 Months,A,,2026-04-13,81763040,13
SENT,81698247,81698247/003,RDAF,C,200FC (FH not relevant),A,,2025-11-29,81698247,425
SENT,81720469,81720469/005,RDAF,C,6 months or 4500FC whichever occurs first,A,,2026-01-25,81720469,56
SCOE,81785501,81785501/003,RDAF,,,A,,,81785501,0
SENT,81738515,81738515/003,RDAF,Interim,6 Months,A,,2026-02-25,81738515,38
SENT,81650797,81650797/006,RDAF,C,3000FC (FH not relevant),A,,2026-03-09,81650797,0
SENT,81645259,81645259/003,RDAF,Interim,6 Months,B,,2026-03-14,81645259,29
SENT,81790259,81790259/004,RDAF,C,200 FC (FH not relevant),A,,2026-05-06,81790259,-1
SENT,81756964,81756964/003,RDAF,C,200FC (FH not relevant),A,,2026-03-06,81756964,93
SENT,80522210,80522210/076,RDAF,B,,A,,2026-05-04,80522210,0
SCOE,81746565,81746565/030,RDAF,Interim,6 MONTHS,B,Interim to Definitive,,81746565,-1
SCOE,81604747,81604747/027,RDAF,,,A,,,81604747,0
SCOE,80799316,80799316/010,RDAF,Interim,6 months,C,Interim to Definitive,,80799316,-1
SENT,80736721,80736721/047,RDAF,B,,B,Interim to Definitive,2024-05-23,80736721,0
SCOE,70531029,70531029/021,RDAF,Interim,6 Months,B,Interim to Definitive,,70531029,-1
SCOE,81787423,81787423/003,RDAF,,,A,,,81787423,0
SENT,81471935,81471935/005,RDAF,A,,A,,2024-10-03,81471935,0
SENT,80838653,80838653/003,RDAF,A,,A,,2020-10-16,80838653,0
SCOE,81721434,81721434/021,RDAF,Interim,6 Months,B,Interim to Definitive,,81721434,-1
SENT,81696444,81696444/005,RDAF,C,500 FC (FH not relevant),A,,2025-11-24,81696444,106
SENT,81116616,81116616/080,RDAF,B,,C,,2025-12-23,81116616,0
SENT,81283799,81283799/003,RDAF,B,,A,,2023-10-26,81283799,0
SENT,81733401,81733401/129,RDAF,Interim,6 MONTHS,A,,2026-04-09,81733401,15
SENT,81340112,81340112/004,RDAF,C,See below,A,,2024-05-15,81340112,-1
SENT,80612332,80612332/031,RDAF,A,,B,,2026-03-07,80612332,0
SENT,81743991,81743991/003,RDAF,C,200 FC (FH not relevant),A,,2026-02-13,81743991,63
SENT,81416546,81416546/080,RDAF,C,See below,A,,2024-08-26,81416546,-1
SENT,70511506,70511506/024,RDAF,A,,A,ESG,2023-01-24,70511506,0
SENT,80002818,80002818/003,RDAF,B,,B,,2015-03-06,80002818,0
SCOE,81757327,81757327/007,RDAF,Interim,6 months,B,Interim to Definitive,,81757327,-1
SENT,81474914,81474914/005,RDAF,C,See below,B,,2026-03-10,81474914,-1
SENT,81513755,81513755/011,RDAF,Interim,6 Months,A,,2026-03-22,81513755,24
SENT,81722383,81722383/003,RDAF,C,400 FC (FH not relevant),A,,2026-01-13,81722383,1066
SENT,70536043,70536043/072,RDAF,A,,A,,2018-10-22,70536043,0
SCOE,81770602,81770602/005,RDAF,,,A,,,81770602,0
SENT,81700441,81700441/003,RDAF,C,200 FC,B,,2026-01-10,81700441,130
SENT,81635804,81635804/036,RDAF,A,N/A,A,,2026-05-06,81635804,0
SENT,81100623,81100623/007,RDAF,A,N/A,A,,2022-08-09,81100623,0
SENT,80187267,80187267/077,RDAF,B,,A,,2022-06-23,80187267,0
SENT,81748098,81748098/007,RDAF,C,See below,D,,2026-03-12,81748098,-1
SCOE,70081456,70081456/802,RDAF,,,A,,,70081456,0
SENT,81557625,81557625/003,RDAF,A,,A,,2025-03-18,81557625,0
SCOE,81790082,81790082/003,RDAF,,,A,,,81790082,0
SENT,80488024,80488024/212,RDAF,B,N/A,A,,2026-05-06,80488024,0
SENT,80291327,80291327/004,RDAF,A,,A,,2017-04-10,80291327,0
SENT,80551935,80551935/012,RDAF,B,See below,A,,2022-02-08,80551935,-1
SENT,81540029,81540029/014,RDAF,C,See below,A,,2025-03-19,81540029,-1
SCOE,70514550,70514550/030,RDAF,,,A,,,70514550,0
SCOE,81727961,81727961/003,RDAF,Interim,6 months,B,Interim to Definitive,,81727961,-1
SENT,81752048,81752048/010,RDAF,A,N/A,A,,2026-04-28,81752048,0
SENT,81668821,81668821/003,RDAF,C,200 FC (FH not relevant),B,,,81668821,167
SCOE,81790246,81790246/003,RDAF,,,A,,,81790246,0
SENT,81681514,81681514/005,RDAF,C,750 FC (FH NOT RELEVANT),A,,2025-10-29,81681514,122
SENT,81390370,81390370/075,RDAF,C,See below,A,,2024-07-18,81390370,-1
SENT,81693831,81693831/003,RDAF,Interim,6 Months,A,,2025-12-03,81693831,84
SENT,81780488,81780488/005,RDAF,A,,A,,2026-05-04,81780488,0
SENT,81390366,81390366/030,RDAF,C,See below,A,,2024-07-04,81390366,-1
SCOE,70519836,70519836/010,RDAF,,,A,,,70519836,0
SENT,81733142,81733142/002,RDAF,C,600 FC (FH not relevant),C,,2026-04-10,81733142,106
SENT,81721136,81721136/023,RDAF,C,700 FC applicable from 9871FC (FH not relevant),A,,2026-03-11,81721136,83
SENT,80730014,80730014/003,RDAF,C,4500FC (FH not relevant) or 24 months (Whichever occurs first),A,,2020-01-15,80730014,254
SENT,81577310,81577310/006,RDAF,C,See below,A,,2025-04-16,81577310,-1
SENT,81681368,81681368/004,RDAF,C,200 FC (FH not relevant),A,,2025-10-28,81681368,524
SENT,81786367,81786367/004,RDAF,B,See below,A,,2026-05-06,81786367,-1
SENT,81667852,81667852/061,RDAF,C,24 Months,A,,2025-10-29,81667852,26
SCOE,81642452,81642452/022,RDAF,,,A,,,81642452,0
SCOE,70508747,70508747/801,RDAF,,,A,,,70508747,0
SCOE,80004425,80004425/142,RDAF,,,A,,,80004425,0
SENT,81601039,81601039/003,RDAF,C,See below,B,,2026-04-23,81601039,-1
SCOE,81753851,81753851/003,RDAF,C,See below,B,,,81753851,-1
SCOE,80460203,80460203/100,RDAF,Interim,6 months,B,Interim to Definitive,,80460203,-1
SENT,81780899,81780899/003,RDAF,B,,A,,2026-05-04,81780899,0
SCOE,81771993,81771993/006,RDAF,Interim,6 MONTHS,B,Interim to Definitive,,81771993,-1
SENT,81734178,81734178/002,RDAF,C,See below,A,,2026-05-04,81734178,-1
SENT,81349391,81349391/005,RDAF,A,,A,,2024-06-28,81349391,0
SENT,80658583,80658583/031,RDAF,B,,A,,2022-08-04,80658583,0
SENT,81715043,81715043/003,RDAF,A,,A,,2026-05-01,81715043,0
SENT,81782794,81782794/004,RDAF,A,,A,,2026-05-05,81782794,0
SENT,81728536,81728536/040,RDAF,C,200 FC (FH not relevant),A,,2026-04-25,81728536,132
SENT,81686431,81686431/024,RDAF,C,200FC (FH not relevant),D,,2026-04-08,81686431,33
SCOE,81784571,81784571/003,RDAF,,,A,,,81784571,0
SCOE,81789637,81789637/003,RDAF,,,A,,,81789637,0
SCOE,81781751,81781751/003,RDAF,,,A,,,81781751,0
SCOE,80843705,80843705/047,RDAF,B,,A,ESG,,80843705,0
SENT,80657584,80657584/017,RDAF,B,,B,,2025-08-26,80657584,0
SENT,81591854,81591854/037,RDAF,C,See below,A,,2025-08-20,81591854,-1
SCOE,81782174,81782174/002,RDAF,,,A,,,81782174,0
SENT,81779013,81779013/004,RDAF,C,200FC (FH not relevant),A,,2026-04-14,81779013,-1
SCOE,70008819,70008819/801,RDAF,,,B,,,70008819,0
SCOE,81784982,81784982/003,RDAF,,,A,,,81784982,0
SCOE,81655125,81655125/079,RDAF,,,A,,,81655125,0
SCOE,70331084,70331084/802,RDAF,,,A,,,70331084,0
SENT,80947987,80947987/095,RDAF,A,,A,,2021-11-15,80947987,0
SENT,81211297,81211297/086,RDAF,C,See below,A,,2025-12-29,81211297,-1
SENT,81581665,81581665/022,RDAF,C,400 FC (FH not relevant),A,,2025-07-15,81581665,68
SENT,80479155,80479155/006,RDAF,B,,A,,2018-09-06,80479155,0
SCOE,81781512,81781512/003,RDAF,,,A,,,81781512,0
SENT,70526523,70526523/043,RDAF,B,,A,,2020-01-31,70526523,0
SENT,81731272,81731272/006,RDAF,Interim,6 months,A,,2026-04-26,81731272,6
SENT,81704933,81704933/003,RDAF,Interim,6 Months,A,,2026-01-30,81704933,53
SCOE,80606457,80606457/016,RDAF,,,A,,,80606457,0
SENT,81732276,81732276/004,RDAF,Interim,6 months,A,,2026-01-29,81732276,53
SENT,81786338,81786338/004,RDAF,C,200 FC (FH not relevant),A,,2026-04-26,81786338,-1
SENT,81726814,81726814/003,RDAF,C,250 FC / 750FH (whichever occurs first),A,,2026-01-20,81726814,319
SENT,81729607,81729607/004,RDAF,C,500FC (FH not relevant),C,,2026-03-13,81729607,-1
SENT,80693835,80693835/138,RDAF,B,,A,,2023-03-10,80693835,0
SENT,81729812,81729812/002,RDAF,B,,A,ESG,,81729812,0
SENT,70245862,70245862/801,RDAF,B,,B,,2016-10-24,70245862,0
SENT,80072649,80072649/041,RDAF,C,See below,A,,2025-07-15,80072649,-1
SENT,81444482,81444482/032,RDAF,C,See below,A,,2024-08-22,81444482,-1
SENT,81410865,81410865/003,RDAF,B,,A,,2024-06-07,81410865,0
SENT,81751383,81751383/098,RDAF,A,N/A,A,,2026-04-23,81751383,0
SENT,81786326,81786326/004,RDAF,C,200 FC (FH not relevant),A,,2026-04-26,81786326,-1
SENT,70552107,70552107/377,RDAF,A,,A,,2018-05-25,70552107,0
SENT,81770336,81770336/004,RDAF,B,,A,,2026-04-21,81770336,0
SENT,81635482,81635482/035,RDAF,B,,A,,2025-09-12,81635482,0
SCOE,81791867,81791867/004,RDAF,,,A,,,81791867,0
SENT,81640426,81640426/059,RDAF,C,See below,B,,2026-04-20,81640426,-1
SENT,81785924,81785924/003,RDAF,A,,A,,2026-05-02,81785924,0
SCOE,81792418,81792418/006,RDAF,,,A,,,81792418,0
SENT,81541361,81541361/022,RDAF,B,,A,,2025-03-19,81541361,0
SENT,81346335,81346335/034,RDAF,A,,B,,2024-02-23,81346335,0
SCOE,70543959,70543959/034,RDAF,,,A,,,70543959,0
SENT,81781007,81781007/003,RDAF,A,,A,,2026-04-29,81781007,0
SENT,81785037,81785037/004,RDAF,A,,A,,2026-04-27,81785037,0
SENT,81777617,81777617/007,RDAF,C,200 FC (FH not relevant),A,,2026-04-11,81777617,-1
SENT,80478857,80478857/004,RDAF,C,See page 3,A,,,80478857,-1
SENT,81750884,81750884/003,RDAF,C,50FC (FH not relevant),A,,2026-02-26,81750884,120
SENT,81694112,81694112/004,RDAF,B,See below,B,Interim to Definitive,2026-05-04,81694112,-1
SCOE,81780254,81780254/003,RDAF,,,A,,,81780254,0
SENT,80006208,80006208/003,RDAF,A,,A,,2014-12-01,80006208,0
SENT,70509603,70509603/801,RDAF,B,,E,,2018-02-02,70509603,0
SCOE,81672380,81672380/025,RDAF,Interim,6 months,B,Interim to Definitive,,81672380,-1
SENT,81126760,81126760/006,RDAF,A,N/A,A,,2022-10-17,81126760,0
SENT,80912066,80912066/003,RDAF,B,,D,Interim to Definitive,2022-03-10,80912066,0
SENT,81226348,81226348/087,RDAF,C,See below,A,,2026-05-06,81226348,-1
SENT,80124264,80124264/003,RDAF,B,,A,,2016-03-03,80124264,0
SCOE,81776389,81776389/002,RDAF,Interim,6 months,B,Interim to Definitive,,81776389,-1
SENT,81784997,81784997/004,RDAF,B,,A,,2026-05-04,81784997,0
SENT,80820350,80820350/054,RDAF,C,5 FC (FH not relevant),A,,2020-09-23,80820350,39080
SENT,81707459,81707459/003,RDAF,A,,A,,2026-01-21,81707459,0
SCOE,81789436,81789436/003,RDAF,,,A,,,81789436,0
SENT,81748245,81748245/017,RDAF,A,,A,,2026-04-23,81748245,0
SCOE,81760798,81760798/003,RDAF,Interim,6 Month(s),B,Interim to Definitive,,81760798,-1
SCOE,81765184,81765184/004,RDAF,,,A,,,81765184,0
SENT,81668735,81668735/003,RDAF,C,250 FC (FH not relevant),A,,2025-10-06,81668735,528
SENT,80533888,80533888/111,RDAF,C,See below,A,,2026-02-25,80533888,-1
SENT,80055560,80055560/002,RDAF,A,,A,,2015-07-24,80055560,0
SENT,80189675,80189675/023,RDAF,A,,A,,2018-07-13,80189675,0
SCOE,80507313,80507313/036,RDAF,,,A,,,80507313,0
SENT,81776529,81776529/016,RDAF,C,200FC (FH not relevant),B,,2026-04-12,81776529,20
SENT,81712134,81712134/002,RDAF,Interim,6 Months,A,,2026-01-05,81712134,67
SENT,81771442,81771442/004,RDAF,Interim,6 months,A,,2026-04-29,81771442,4
SENT,81720960,81720960/011,RDAF,Interim,6 Months,A,,2026-01-23,81720960,57
SCOE,80758293,80758293/068,RDAF,B,,B,,,80758293,0
SENT,81740950,81740950/003,RDAF,C,200 FC (FH not relevant),A,,2026-02-13,81740950,182
SCOE,80564177,80564177/031,RDAF,Interim,6 Months,B,Interim to Definitive,,80564177,-1
SENT,81745863,81745863/004,RDAF,Interim,6 Months,A,,2026-03-02,81745863,35
SENT,81557065,81557065/036,RDAF,C,See below,D,,2026-02-17,81557065,-1
SENT,81786733,81786733/003,RDAF,A,,A,,2026-05-02,81786733,0
SENT,81732127,81732127/002,RDAF,B,,A,,2026-02-17,81732127,0
