DossierID,RDAF,Instructions
81406222,RDAF Delivered,Instruction Not Delivered
80827600,RDAF Delivered,Instruction Delivered
81405935,RDAF Delivered,Instruction Not Delivered
81256499,RDAF Delivered,Instruction Delivered
81337030,RDAF Delivered,Instruction Delivered
81346414,RDAF Delivered,Instruction Not Delivered
81406480,RDAF Delivered,Instruction Not Delivered
80479234,RDAF Not Delivered,Instruction Not Delivered
70540017,RDAF Delivered,Instruction Delivered
81235999,RDAF Delivered,Instruction Not Delivered
81288735,RDAF Delivered,Instruction Not Delivered
81119843,RDAF Delivered,Instruction Delivered
81343503,RDAF Delivered,Instruction Not Delivered
80822551,RDAF Delivered,Instruction Delivered
81365616,RDAF Delivered,Instruction Delivered
81009477,RDAF Delivered,Instruction Not Delivered
81403563,RDAF Delivered,Instruction Not Delivered
81368220,RDAF Delivered,Instruction Not Delivered
81060001,RDAF Delivered,Instruction Delivered
81405315,RDAF Delivered,Instruction Delivered
81077256,RDAF Not Delivered,Instruction Not Delivered
81405983,RDAF Delivered,Instruction Not Delivered
81405501,RDAF Delivered,Instruction Not Delivered
81353031,RDAF Not Delivered,Instruction Not Delivered
81309284,RDAF Delivered,Instruction Delivered
81400277,RDAF Delivered,Instruction Not Delivered
81412159,RDAF Delivered,Instruction Not Delivered
81364686,RDAF Delivered,Instruction Not Delivered
81388832,RDAF Delivered,Instruction Not Delivered
81406563,RDAF Delivered,Instruction Delivered
81331589,RDAF Delivered,Instruction Delivered
81026938,RDAF Not Delivered,Instruction Not Delivered
81332206,RDAF Delivered,Instruction Not Delivered
81209031,RDAF Delivered,Instruction Delivered
81195448,RDAF Delivered,Instruction Delivered
81338578,RDAF Delivered,Instruction Not Delivered
81231398,RDAF Delivered,Instruction Not Delivered
80172066,RDAF Delivered,Instruction Delivered
81412238,RDAF Delivered,Instruction Not Delivered
81414810,RDAF Delivered,Instruction Not Delivered
81350476,RDAF Delivered,Instruction Not Delivered
81400575,RDAF Delivered,Instruction Not Delivered
80582976,RDAF Delivered,Instruction Not Delivered
81226448,RDAF Not Delivered,Instruction Delivered
81323460,RDAF Delivered,Instruction Delivered
81400606,RDAF Delivered,Instruction Not Delivered
81371455,RDAF Delivered,Instruction Delivered
81370067,RDAF Delivered,Instruction Not Delivered
81402295,RDAF Delivered,Instruction Delivered
70436423,RDAF Delivered,Instruction Not Delivered
81372265,RDAF Delivered,Instruction Not Delivered
81390234,RDAF Delivered,Instruction Not Delivered
81386371,RDAF Delivered,Instruction Delivered
81240340,RDAF Delivered,Instruction Not Delivered
81412896,RDAF Delivered,Instruction Not Delivered
81412980,RDAF Delivered,Instruction Not Delivered
80867602,RDAF Delivered,Instruction Delivered
81367728,RDAF Delivered,Instruction Delivered
81413816,RDAF Delivered,Instruction Not Delivered
81247079,RDAF Delivered,Instruction Not Delivered
81299816,RDAF Delivered,Instruction Not Delivered
81328383,RDAF Delivered,Instruction Not Delivered
81399083,RDAF Delivered,Instruction Delivered
81368445,RDAF Delivered,Instruction Not Delivered
80783701,RDAF Delivered,Instruction Not Delivered
81416009,RDAF Delivered,Instruction Not Delivered
81406734,RDAF Delivered,Instruction Not Delivered
81236923,RDAF Delivered,Instruction Not Delivered
81393338,RDAF Delivered,Instruction Delivered
80292882,RDAF Delivered,Instruction Delivered
81233371,RDAF Delivered,Instruction Delivered
81400282,RDAF Delivered,Instruction Delivered
81205027,RDAF Delivered,Instruction Not Delivered
81389493,RDAF Delivered,Instruction Delivered
81407763,RDAF Delivered,Instruction Not Delivered
81328887,RDAF Delivered,Instruction Not Delivered
81373698,RDAF Delivered,Instruction Not Delivered
81118677,RDAF Delivered,Instruction Not Delivered
81267356,RDAF Delivered,Instruction Delivered
80154303,RDAF Delivered,Instruction Delivered
81188527,RDAF Delivered,Instruction Delivered
81401879,RDAF Not Delivered,Instruction Not Delivered
81411138,RDAF Delivered,Instruction Not Delivered
81064080,RDAF Delivered,Instruction Not Delivered
81370577,RDAF Delivered,Instruction Not Delivered
81381717,RDAF Delivered,Instruction Not Delivered
81294300,RDAF Delivered,Instruction Delivered
81398559,RDAF Delivered,Instruction Delivered
81374529,RDAF Delivered,Instruction Not Delivered
81229281,RDAF Delivered,Instruction Delivered
81318841,RDAF Delivered,Instruction Not Delivered
81407450,RDAF Delivered,Instruction Delivered
81219431,RDAF Delivered,Instruction Not Delivered
81130959,RDAF Not Delivered,Instruction Not Delivered
81341938,RDAF Delivered,Instruction Delivered
81339994,RDAF Delivered,Instruction Not Delivered
81413635,RDAF Delivered,Instruction Not Delivered
81320838,RDAF Delivered,Instruction Delivered
80766836,RDAF Delivered,Instruction Delivered
81191961,RDAF Delivered,Instruction Delivered
80174004,RDAF Delivered,Instruction Delivered
81316071,RDAF Delivered,Instruction Not Delivered
81400190,RDAF Delivered,Instruction Delivered
80351104,RDAF Delivered,Instruction Not Delivered
81266186,RDAF Delivered,Instruction Not Delivered
81369374,RDAF Delivered,Instruction Not Delivered
81088005,RDAF Delivered,Instruction Delivered
81406501,RDAF Delivered,Instruction Not Delivered
80626857,RDAF Delivered,Instruction Delivered
81396990,RDAF Not Delivered,Instruction Not Delivered
81062050,RDAF Delivered,Instruction Delivered
80906067,RDAF Delivered,Instruction Delivered
81158534,RDAF Delivered,Instruction Delivered
81258496,RDAF Delivered,Instruction Delivered
81401229,RDAF Delivered,Instruction Not Delivered
81411733,RDAF Delivered,Instruction Not Delivered
81412698,RDAF Not Delivered,Instruction Not Delivered
81066277,RDAF Delivered,Instruction Delivered
81384209,RDAF Delivered,Instruction Not Delivered
81396563,RDAF Delivered,Instruction Delivered
81334473,RDAF Delivered,Instruction Delivered
81407152,RDAF Delivered,Instruction Delivered
81332690,RDAF Delivered,Instruction Delivered
81061298,RDAF Delivered,Instruction Not Delivered
81410076,RDAF Delivered,Instruction Not Delivered
81397602,RDAF Delivered,Instruction Not Delivered
81353022,RDAF Delivered,Instruction Not Delivered
81337927,RDAF Delivered,Instruction Not Delivered
80632094,RDAF Delivered,Instruction Delivered
81322449,RDAF Delivered,Instruction Delivered
81408872,RDAF Delivered,Instruction Not Delivered
81350283,RDAF Delivered,Instruction Delivered
81414587,RDAF Delivered,Instruction Not Delivered
81410094,RDAF Delivered,Instruction Not Delivered
81415258,RDAF Delivered,Instruction Not Delivered
70476523,RDAF Delivered,Instruction Delivered
81371235,RDAF Delivered,Instruction Not Delivered
81400154,RDAF Delivered,Instruction Not Delivered
81415683,RDAF Delivered,Instruction Not Delivered
81411943,RDAF Delivered,Instruction Delivered
81377486,RDAF Delivered,Instruction Not Delivered
70532012,RDAF Delivered,Instruction Not Delivered
81001870,RDAF Delivered,Instruction Not Delivered
81332313,RDAF Delivered,Instruction Not Delivered
81413781,RDAF Delivered,Instruction Not Delivered
81345792,RDAF Delivered,Instruction Delivered
81405251,RDAF Not Delivered,Instruction Not Delivered
80983545,RDAF Delivered,Instruction Delivered
81179198,RDAF Delivered,Instruction Delivered
81390014,RDAF Delivered,Instruction Delivered
81412467,RDAF Delivered,Instruction Delivered
81387028,RDAF Delivered,Instruction Not Delivered
81350088,RDAF Delivered,Instruction Not Delivered
81169203,RDAF Delivered,Instruction Not Delivered
81412702,RDAF Delivered,Instruction Not Delivered
80888396,RDAF Delivered,Instruction Delivered
81376198,RDAF Delivered,Instruction Not Delivered
81226303,RDAF Delivered,Instruction Delivered
80445468,RDAF Delivered,Instruction Not Delivered
81390087,RDAF Delivered,Instruction Not Delivered
81401183,RDAF Delivered,Instruction Not Delivered
81405665,RDAF Delivered,Instruction Delivered
81377713,RDAF Delivered,Instruction Delivered
81397423,RDAF Delivered,Instruction Not Delivered
81105041,RDAF Delivered,Instruction Not Delivered
81337984,RDAF Delivered,Instruction Not Delivered
81357423,RDAF Delivered,Instruction Delivered
81291849,RDAF Delivered,Instruction Not Delivered
81371957,RDAF Delivered,Instruction Delivered
81411228,RDAF Delivered,Instruction Not Delivered
81269874,RDAF Delivered,Instruction Not Delivered
81398857,RDAF Not Delivered,Instruction Not Delivered
81414300,RDAF Delivered,Instruction Not Delivered
81326851,RDAF Delivered,Instruction Delivered
81396175,RDAF Delivered,Instruction Not Delivered
81326853,RDAF Delivered,Instruction Delivered
81335933,RDAF Delivered,Instruction Delivered
81182931,RDAF Delivered,Instruction Not Delivered
81387623,RDAF Delivered,Instruction Not Delivered
81290207,RDAF Delivered,Instruction Delivered
81265949,RDAF Delivered,Instruction Delivered
81381122,RDAF Delivered,Instruction Delivered
81402080,RDAF Delivered,Instruction Not Delivered
81411999,RDAF Delivered,Instruction Not Delivered
80766871,RDAF Delivered,Instruction Delivered
80991454,RDAF Delivered,Instruction Delivered
81392018,RDAF Delivered,Instruction Not Delivered
81416359,RDAF Delivered,Instruction Not Delivered
81401081,RDAF Delivered,Instruction Not Delivered
80231949,RDAF Delivered,Instruction Not Delivered
81416480,RDAF Not Delivered,Instruction Not Delivered
81387630,RDAF Delivered,Instruction Not Delivered
81402365,RDAF Delivered,Instruction Delivered
81105651,RDAF Delivered,Instruction Delivered
81409598,RDAF Delivered,Instruction Delivered
81147499,RDAF Delivered,Instruction Not Delivered
81406431,RDAF Delivered,Instruction Not Delivered
81407972,RDAF Delivered,Instruction Not Delivered
81364975,RDAF Delivered,Instruction Delivered
81369281,RDAF Delivered,Instruction Not Delivered
81357640,RDAF Delivered,Instruction Not Delivered
81413167,RDAF Delivered,Instruction Not Delivered
81412668,RDAF Delivered,Instruction Not Delivered
81228755,RDAF Delivered,Instruction Delivered
81170068,RDAF Delivered,Instruction Delivered
81395133,RDAF Delivered,Instruction Not Delivered
80541644,RDAF Delivered,Instruction Not Delivered
81413850,RDAF Delivered,Instruction Not Delivered
81377553,RDAF Delivered,Instruction Delivered
81403939,RDAF Delivered,Instruction Not Delivered
81219530,RDAF Delivered,Instruction Delivered
81313588,RDAF Delivered,Instruction Not Delivered
81247543,RDAF Delivered,Instruction Not Delivered
81389901,RDAF Delivered,Instruction Delivered
81388306,RDAF Delivered,Instruction Not Delivered
81331208,RDAF Delivered,Instruction Delivered
81204357,RDAF Delivered,Instruction Delivered
81312728,RDAF Delivered,Instruction Delivered
81233325,RDAF Delivered,Instruction Delivered
81349476,RDAF Delivered,Instruction Not Delivered
81413945,RDAF Delivered,Instruction Not Delivered
81285660,RDAF Delivered,Instruction Delivered
81354497,RDAF Delivered,Instruction Delivered
80710448,RDAF Delivered,Instruction Delivered
81367329,RDAF Delivered,Instruction Delivered
80505907,RDAF Delivered,Instruction Delivered
81368435,RDAF Delivered,Instruction Delivered
81396160,RDAF Delivered,Instruction Not Delivered
70200030,RDAF Delivered,Instruction Not Delivered
70593180,RDAF Delivered,Instruction Delivered
81402962,RDAF Delivered,Instruction Not Delivered
70549927,RDAF Delivered,Instruction Not Delivered
81062424,RDAF Delivered,Instruction Not Delivered
81220032,RDAF Delivered,Instruction Delivered
81323370,RDAF Delivered,Instruction Not Delivered
81400571,RDAF Delivered,Instruction Not Delivered
81398202,RDAF Delivered,Instruction Not Delivered
81411075,RDAF Delivered,Instruction Not Delivered
81160561,RDAF Delivered,Instruction Not Delivered
81413170,RDAF Delivered,Instruction Not Delivered
81401655,RDAF Delivered,Instruction Not Delivered
81404534,RDAF Delivered,Instruction Not Delivered
81381421,RDAF Delivered,Instruction Not Delivered
81364145,RDAF Delivered,Instruction Delivered
81255717,RDAF Delivered,Instruction Delivered
70509178,RDAF Delivered,Instruction Not Delivered
81373007,RDAF Delivered,Instruction Not Delivered
81378991,RDAF Delivered,Instruction Delivered
81057503,RDAF Delivered,Instruction Delivered
81383784,RDAF Delivered,Instruction Not Delivered
81378236,RDAF Delivered,Instruction Delivered
81406684,RDAF Delivered,Instruction Not Delivered
81414277,RDAF Delivered,Instruction Delivered
81053720,RDAF Delivered,Instruction Delivered
81402245,RDAF Delivered,Instruction Not Delivered
70504282,RDAF Delivered,Instruction Not Delivered
81404331,RDAF Delivered,Instruction Not Delivered
81407423,RDAF Delivered,Instruction Not Delivered
81410030,RDAF Delivered,Instruction Delivered
80930715,RDAF Delivered,Instruction Not Delivered
70523736,RDAF Delivered,Instruction Not Delivered
81361944,RDAF Delivered,Instruction Delivered
81391574,RDAF Delivered,Instruction Delivered
81398707,RDAF Delivered,Instruction Not Delivered
81412155,RDAF Not Delivered,Instruction Not Delivered
81399872,RDAF Delivered,Instruction Not Delivered
80079649,RDAF Delivered,Instruction Not Delivered
81367083,RDAF Delivered,Instruction Not Delivered
81333249,RDAF Delivered,Instruction Delivered
81177518,RDAF Delivered,Instruction Not Delivered
81348410,RDAF Delivered,Instruction Not Delivered
81318594,RDAF Delivered,Instruction Not Delivered
81411121,RDAF Not Delivered,Instruction Not Delivered
81408924,RDAF Delivered,Instruction Not Delivered
80605403,RDAF Delivered,Instruction Delivered
81335930,RDAF Delivered,Instruction Not Delivered
81394498,RDAF Delivered,Instruction Delivered
81415003,RDAF Delivered,Instruction Not Delivered
81342419,RDAF Delivered,Instruction Not Delivered
80231851,RDAF Not Delivered,Instruction Not Delivered
80026867,RDAF Delivered,Instruction Not Delivered
81226257,RDAF Delivered,Instruction Delivered
81396822,RDAF Delivered,Instruction Not Delivered
81411281,RDAF Delivered,Instruction Not Delivered
81366791,RDAF Delivered,Instruction Not Delivered
81412914,RDAF Delivered,Instruction Not Delivered
81370796,RDAF Delivered,Instruction Delivered
81397416,RDAF Delivered,Instruction Not Delivered
81305381,RDAF Delivered,Instruction Not Delivered
81406373,RDAF Delivered,Instruction Delivered
81415888,RDAF Delivered,Instruction Not Delivered
80783763,RDAF Delivered,Instruction Not Delivered
81404735,RDAF Delivered,Instruction Delivered
81332543,RDAF Delivered,Instruction Delivered
81390645,RDAF Delivered,Instruction Not Delivered
81413679,RDAF Delivered,Instruction Not Delivered
81381115,RDAF Delivered,Instruction Not Delivered
81089985,RDAF Delivered,Instruction Not Delivered
80033484,RDAF Delivered,Instruction Not Delivered
81416389,RDAF Delivered,Instruction Not Delivered
80569178,RDAF Delivered,Instruction Delivered
81254509,RDAF Delivered,Instruction Delivered
81414816,RDAF Delivered,Instruction Not Delivered
81305694,RDAF Delivered,Instruction Not Delivered
81411330,RDAF Delivered,Instruction Not Delivered
81394557,RDAF Delivered,Instruction Not Delivered
81341340,RDAF Delivered,Instruction Not Delivered
70511405,RDAF Delivered,Instruction Not Delivered
81091791,RDAF Delivered,Instruction Delivered
81414484,RDAF Not Delivered,Instruction Delivered
80684214,RDAF Delivered,Instruction Delivered
81327485,RDAF Delivered,Instruction Delivered
81209370,RDAF Delivered,Instruction Delivered
80506271,RDAF Delivered,Instruction Delivered
81367219,RDAF Delivered,Instruction Not Delivered
81375909,RDAF Delivered,Instruction Not Delivered
81348051,RDAF Delivered,Instruction Not Delivered
81409457,RDAF Delivered,Instruction Not Delivered
81412965,RDAF Delivered,Instruction Delivered
70586873,RDAF Delivered,Instruction Delivered
80776771,RDAF Not Delivered,Instruction Not Delivered
81336629,RDAF Delivered,Instruction Not Delivered
81402029,RDAF Delivered,Instruction Not Delivered
81372568,RDAF Delivered,Instruction Delivered
81408019,RDAF Delivered,Instruction Not Delivered
81361326,RDAF Delivered,Instruction Not Delivered
81361359,RDAF Delivered,Instruction Not Delivered
81400603,RDAF Delivered,Instruction Not Delivered
81364978,RDAF Delivered,Instruction Not Delivered
81367799,RDAF Delivered,Instruction Not Delivered
81409833,RDAF Delivered,Instruction Not Delivered
81340577,RDAF Delivered,Instruction Not Delivered
80442453,RDAF Not Delivered,Instruction Not Delivered
81180953,RDAF Delivered,Instruction Not Delivered
81300010,RDAF Delivered,Instruction Delivered
81119024,RDAF Delivered,Instruction Delivered
81160556,RDAF Delivered,Instruction Not Delivered
81160555,RDAF Delivered,Instruction Not Delivered
81244912,RDAF Delivered,Instruction Not Delivered
81176379,RDAF Delivered,Instruction Delivered
81308692,RDAF Delivered,Instruction Not Delivered
81182675,RDAF Delivered,Instruction Delivered
80029372,RDAF Delivered,Instruction Delivered
81416269,RDAF Delivered,Instruction Not Delivered
81388287,RDAF Delivered,Instruction Delivered
81331115,RDAF Delivered,Instruction Not Delivered
81403706,RDAF Delivered,Instruction Delivered
81328867,RDAF Delivered,Instruction Not Delivered
81180545,RDAF Delivered,Instruction Not Delivered
81401998,RDAF Delivered,Instruction Delivered
80582494,RDAF Delivered,Instruction Delivered
81154318,RDAF Delivered,Instruction Delivered
81297485,RDAF Delivered,Instruction Not Delivered
81229195,RDAF Delivered,Instruction Delivered
80088248,RDAF Delivered,Instruction Not Delivered
81354549,RDAF Delivered,Instruction Not Delivered
81200995,RDAF Delivered,Instruction Not Delivered
81364674,RDAF Delivered,Instruction Delivered
81322140,RDAF Delivered,Instruction Not Delivered
81414213,RDAF Delivered,Instruction Not Delivered
81408796,RDAF Delivered,Instruction Delivered
70529408,RDAF Delivered,Instruction Not Delivered
81366451,RDAF Delivered,Instruction Delivered
81223087,RDAF Delivered,Instruction Not Delivered
81373997,RDAF Delivered,Instruction Not Delivered
81398828,RDAF Not Delivered,Instruction Not Delivered
81029546,RDAF Delivered,Instruction Delivered
81408658,RDAF Delivered,Instruction Delivered
81388012,RDAF Delivered,Instruction Not Delivered
80054980,RDAF Delivered,Instruction Not Delivered
81408401,RDAF Delivered,Instruction Delivered
81356338,RDAF Delivered,Instruction Not Delivered
81262232,RDAF Delivered,Instruction Not Delivered
81347142,RDAF Delivered,Instruction Not Delivered
81284509,RDAF Delivered,Instruction Not Delivered
81405075,RDAF Delivered,Instruction Delivered
81415883,RDAF Delivered,Instruction Not Delivered
81221104,RDAF Delivered,Instruction Delivered
81391371,RDAF Delivered,Instruction Delivered
81155305,RDAF Delivered,Instruction Not Delivered
81354453,RDAF Delivered,Instruction Not Delivered
81322125,RDAF Delivered,Instruction Delivered
80514903,RDAF Delivered,Instruction Not Delivered
81392585,RDAF Delivered,Instruction Not Delivered
81305661,RDAF Delivered,Instruction Not Delivered
81413925,RDAF Delivered,Instruction Delivered
81414383,RDAF Delivered,Instruction Not Delivered
81281422,RDAF Delivered,Instruction Delivered
81412707,RDAF Delivered,Instruction Delivered
81395509,RDAF Delivered,Instruction Delivered
81415692,RDAF Delivered,Instruction Not Delivered
81307243,RDAF Delivered,Instruction Delivered
80419455,RDAF Delivered,Instruction Delivered
80974230,RDAF Delivered,Instruction Not Delivered
81205538,RDAF Delivered,Instruction Not Delivered
81298523,RDAF Delivered,Instruction Not Delivered
81388619,RDAF Delivered,Instruction Not Delivered
81227627,RDAF Delivered,Instruction Delivered
81413339,RDAF Delivered,Instruction Not Delivered
81292603,RDAF Delivered,Instruction Delivered
81415109,RDAF Delivered,Instruction Not Delivered
81403492,RDAF Delivered,Instruction Not Delivered
81364572,RDAF Delivered,Instruction Delivered
81331368,RDAF Delivered,Instruction Delivered
81338660,RDAF Not Delivered,Instruction Not Delivered
81408290,RDAF Delivered,Instruction Not Delivered
81410593,RDAF Delivered,Instruction Delivered
70580845,RDAF Delivered,Instruction Delivered
81411741,RDAF Delivered,Instruction Not Delivered
81377451,RDAF Delivered,Instruction Delivered
81406393,RDAF Delivered,Instruction Not Delivered
81390893,RDAF Delivered,Instruction Delivered
81392163,RDAF Delivered,Instruction Not Delivered
80019215,RDAF Delivered,Instruction Not Delivered
81416237,RDAF Delivered,Instruction Not Delivered
81368273,RDAF Delivered,Instruction Delivered
81388767,RDAF Delivered,Instruction Delivered
81396758,RDAF Delivered,Instruction Not Delivered
80078612,RDAF Delivered,Instruction Delivered
81209373,RDAF Delivered,Instruction Not Delivered
81416513,RDAF Delivered,Instruction Not Delivered
81322448,RDAF Delivered,Instruction Delivered
81406166,RDAF Delivered,Instruction Delivered
81361224,RDAF Delivered,Instruction Not Delivered
70156839,RDAF Delivered,Instruction Not Delivered
81399876,RDAF Delivered,Instruction Not Delivered
81338506,RDAF Delivered,Instruction Not Delivered
70562510,RDAF Delivered,Instruction Not Delivered
81410715,RDAF Delivered,Instruction Not Delivered
81383235,RDAF Delivered,Instruction Not Delivered
81348012,RDAF Delivered,Instruction Not Delivered
81398405,RDAF Delivered,Instruction Not Delivered
81408452,RDAF Delivered,Instruction Not Delivered
80557777,RDAF Delivered,Instruction Delivered
81342536,RDAF Delivered,Instruction Not Delivered
81349931,RDAF Delivered,Instruction Not Delivered
81321380,RDAF Delivered,Instruction Delivered
81411718,RDAF Delivered,Instruction Not Delivered
80455943,RDAF Not Delivered,Instruction Not Delivered
81339128,RDAF Delivered,Instruction Not Delivered
81229211,RDAF Delivered,Instruction Not Delivered
81386891,RDAF Delivered,Instruction Not Delivered
81403653,RDAF Delivered,Instruction Not Delivered
81404983,RDAF Delivered,Instruction Not Delivered
81413593,RDAF Delivered,Instruction Delivered
81067375,RDAF Delivered,Instruction Delivered
81404532,RDAF Delivered,Instruction Not Delivered
81388873,RDAF Delivered,Instruction Delivered
81367021,RDAF Delivered,Instruction Delivered
81411936,RDAF Delivered,Instruction Delivered
81415565,RDAF Delivered,Instruction Delivered
81399658,RDAF Delivered,Instruction Not Delivered
81359939,RDAF Delivered,Instruction Delivered
81411554,RDAF Delivered,Instruction Not Delivered
70517493,RDAF Delivered,Instruction Not Delivered
81398797,RDAF Delivered,Instruction Delivered
81403957,RDAF Delivered,Instruction Not Delivered
81348712,RDAF Delivered,Instruction Not Delivered
81386944,RDAF Delivered,Instruction Delivered
81275607,RDAF Delivered,Instruction Not Delivered
81402466,RDAF Delivered,Instruction Not Delivered
81284417,RDAF Delivered,Instruction Not Delivered
81297130,RDAF Delivered,Instruction Delivered
81382552,RDAF Delivered,Instruction Not Delivered
81371104,RDAF Not Delivered,Instruction Not Delivered
81400436,RDAF Delivered,Instruction Not Delivered
81209009,RDAF Delivered,Instruction Delivered
70528236,RDAF Delivered,Instruction Not Delivered
70561800,RDAF Delivered,Instruction Not Delivered
80283992,RDAF Delivered,Instruction Delivered
81394102,RDAF Not Delivered,Instruction Not Delivered
81270489,RDAF Delivered,Instruction Delivered
80048235,RDAF Delivered,Instruction Not Delivered
81250662,RDAF Delivered,Instruction Delivered
80751837,RDAF Delivered,Instruction Delivered
80074041,RDAF Delivered,Instruction Delivered
81401573,RDAF Delivered,Instruction Not Delivered
81312320,RDAF Delivered,Instruction Not Delivered
70539330,RDAF Delivered,Instruction Delivered
81117769,RDAF Delivered,Instruction Not Delivered
81242355,RDAF Delivered,Instruction Delivered
81328819,RDAF Delivered,Instruction Not Delivered
81412979,RDAF Delivered,Instruction Not Delivered
81389988,RDAF Delivered,Instruction Not Delivered
80514896,RDAF Delivered,Instruction Not Delivered
70536472,RDAF Delivered,Instruction Delivered
81339355,RDAF Delivered,Instruction Delivered
81339092,RDAF Delivered,Instruction Not Delivered
81406717,RDAF Delivered,Instruction Not Delivered
80363924,RDAF Delivered,Instruction Delivered
81358685,RDAF Not Delivered,Instruction Not Delivered
81337557,RDAF Delivered,Instruction Not Delivered
81403186,RDAF Delivered,Instruction Not Delivered
80902914,RDAF Delivered,Instruction Delivered
81406945,RDAF Delivered,Instruction Not Delivered
81408969,RDAF Delivered,Instruction Not Delivered
81399709,RDAF Delivered,Instruction Not Delivered
81410599,RDAF Delivered,Instruction Not Delivered
81177590,RDAF Delivered,Instruction Not Delivered
80789425,RDAF Delivered,Instruction Delivered
81405965,RDAF Not Delivered,Instruction Not Delivered
81392904,RDAF Delivered,Instruction Delivered
81414349,RDAF Delivered,Instruction Not Delivered
81386361,RDAF Delivered,Instruction Not Delivered
81384229,RDAF Delivered,Instruction Not Delivered
81368471,RDAF Delivered,Instruction Delivered
81142963,RDAF Delivered,Instruction Not Delivered
81408826,RDAF Not Delivered,Instruction Not Delivered
81147576,RDAF Delivered,Instruction Not Delivered
81416091,RDAF Delivered,Instruction Not Delivered
81245769,RDAF Delivered,Instruction Not Delivered
80580138,RDAF Delivered,Instruction Delivered
80088636,RDAF Delivered,Instruction Delivered
81329987,RDAF Delivered,Instruction Not Delivered
81401397,RDAF Delivered,Instruction Not Delivered
70535855,RDAF Delivered,Instruction Not Delivered
81171186,RDAF Delivered,Instruction Not Delivered
80133665,RDAF Delivered,Instruction Delivered
80539367,RDAF Delivered,Instruction Delivered
81407332,RDAF Delivered,Instruction Not Delivered
81255811,RDAF Delivered,Instruction Delivered
80960935,RDAF Delivered,Instruction Delivered
80953298,RDAF Delivered,Instruction Delivered
81207328,RDAF Delivered,Instruction Delivered
81402106,RDAF Delivered,Instruction Delivered
81372032,RDAF Delivered,Instruction Not Delivered
81341701,RDAF Delivered,Instruction Delivered
81353785,RDAF Delivered,Instruction Not Delivered
81415149,RDAF Delivered,Instruction Not Delivered
81361977,RDAF Delivered,Instruction Delivered
70543096,RDAF Delivered,Instruction Not Delivered
81387245,RDAF Delivered,Instruction Not Delivered
80206048,RDAF Delivered,Instruction Delivered
81395679,RDAF Delivered,Instruction Delivered
70451935,RDAF Delivered,Instruction Not Delivered
81266941,RDAF Delivered,Instruction Delivered
81408403,RDAF Delivered,Instruction Not Delivered
81289743,RDAF Delivered,Instruction Delivered
70539975,RDAF Delivered,Instruction Delivered
80730261,RDAF Delivered,Instruction Delivered
70596058,RDAF Delivered,Instruction Not Delivered
81100623,RDAF Delivered,Instruction Not Delivered
70587531,RDAF Delivered,Instruction Delivered
81337096,RDAF Delivered,Instruction Delivered
81291658,RDAF Delivered,Instruction Delivered
81307846,RDAF Delivered,Instruction Delivered
81413402,RDAF Not Delivered,Instruction Delivered
81316267,RDAF Delivered,Instruction Delivered
80174006,RDAF Not Delivered,Instruction Not Delivered
81229235,RDAF Delivered,Instruction Not Delivered
81411502,RDAF Delivered,Instruction Not Delivered
80674052,RDAF Delivered,Instruction Not Delivered
81309490,RDAF Delivered,Instruction Not Delivered
81415761,RDAF Not Delivered,Instruction Delivered
81346937,RDAF Delivered,Instruction Not Delivered
81357644,RDAF Delivered,Instruction Delivered
81147166,RDAF Delivered,Instruction Not Delivered
80708964,RDAF Delivered,Instruction Delivered
81403119,RDAF Delivered,Instruction Not Delivered
81415548,RDAF Delivered,Instruction Not Delivered
81089009,RDAF Delivered,Instruction Delivered
81116674,RDAF Delivered,Instruction Delivered
81401535,RDAF Delivered,Instruction Delivered
81411812,RDAF Delivered,Instruction Not Delivered
81267603,RDAF Delivered,Instruction Delivered
80670967,RDAF Delivered,Instruction Delivered
80433528,RDAF Delivered,Instruction Delivered
80924025,RDAF Delivered,Instruction Delivered
81331892,RDAF Delivered,Instruction Delivered
81401281,RDAF Not Delivered,Instruction Not Delivered
80992903,RDAF Delivered,Instruction Delivered
81401210,RDAF Delivered,Instruction Delivered
81177588,RDAF Delivered,Instruction Delivered
81349756,RDAF Delivered,Instruction Not Delivered
81402469,RDAF Delivered,Instruction Delivered
80514837,RDAF Delivered,Instruction Not Delivered
80420701,RDAF Delivered,Instruction Delivered
81070847,RDAF Delivered,Instruction Delivered
81403426,RDAF Delivered,Instruction Not Delivered
80952436,RDAF Delivered,Instruction Delivered
81402361,RDAF Delivered,Instruction Delivered
81280316,RDAF Delivered,Instruction Delivered
81048207,RDAF Delivered,Instruction Delivered
81378060,RDAF Delivered,Instruction Not Delivered
81406638,RDAF Delivered,Instruction Not Delivered
81085260,RDAF Delivered,Instruction Delivered
81018708,RDAF Delivered,Instruction Not Delivered
81273228,RDAF Delivered,Instruction Delivered
81046818,RDAF Delivered,Instruction Delivered
81241176,RDAF Not Delivered,Instruction Not Delivered
81336687,RDAF Delivered,Instruction Not Delivered
81403604,RDAF Delivered,Instruction Not Delivered
81378502,RDAF Delivered,Instruction Not Delivered
81387020,RDAF Delivered,Instruction Delivered
81408920,RDAF Delivered,Instruction Delivered
80609749,RDAF Delivered,Instruction Delivered
81385413,RDAF Delivered,Instruction Not Delivered
81374623,RDAF Delivered,Instruction Delivered
81403505,RDAF Delivered,Instruction Not Delivered
81338087,RDAF Delivered,Instruction Delivered
