DossierID,RDAF,Instructions
81400534,RDAF Delivered,Instruction Not Delivered
81385494,RDAF Delivered,Instruction Not Delivered
81393201,RDAF Delivered,Instruction Delivered
81368434,RDAF Delivered,Instruction Not Delivered
81330441,RDAF Delivered,Instruction Delivered
81403699,RDAF Delivered,Instruction Delivered
81037255,RDAF Delivered,Instruction Not Delivered
81403515,RDAF Delivered,Instruction Not Delivered
81205099,RDAF Delivered,Instruction Not Delivered
81415876,RDAF Delivered,Instruction Not Delivered
81397036,RDAF Not Delivered,Instruction Not Delivered
81370646,RDAF Delivered,Instruction Delivered
81411703,RDAF Delivered,Instruction Not Delivered
81345191,RDAF Delivered,Instruction Not Delivered
81372362,RDAF Not Delivered,Instruction Not Delivered
81348794,RDAF Delivered,Instruction Delivered
81384513,RDAF Delivered,Instruction Not Delivered
81397033,RDAF Delivered,Instruction Not Delivered
81323356,RDAF Delivered,Instruction Delivered
81389635,RDAF Delivered,Instruction Not Delivered
81154591,RDAF Delivered,Instruction Delivered
81357155,RDAF Delivered,Instruction Not Delivered
81376011,RDAF Delivered,Instruction Delivered
81242897,RDAF Delivered,Instruction Delivered
81328301,RDAF Delivered,Instruction Not Delivered
81347792,RDAF Delivered,Instruction Not Delivered
81370392,RDAF Delivered,Instruction Delivered
81373093,RDAF Delivered,Instruction Not Delivered
81262794,RDAF Delivered,Instruction Not Delivered
81366996,RDAF Delivered,Instruction Delivered
81346282,RDAF Not Delivered,Instruction Not Delivered
81365608,RDAF Delivered,Instruction Delivered
81322474,RDAF Delivered,Instruction Delivered
81320831,RDAF Delivered,Instruction Not Delivered
81409685,RDAF Delivered,Instruction Delivered
81204172,RDAF Delivered,Instruction Not Delivered
70502777,RDAF Delivered,Instruction Not Delivered
81412972,RDAF Delivered,Instruction Not Delivered
81412070,RDAF Delivered,Instruction Delivered
81411951,RDAF Delivered,Instruction Not Delivered
81264798,RDAF Delivered,Instruction Not Delivered
81321360,RDAF Delivered,Instruction Delivered
81389982,RDAF Delivered,Instruction Not Delivered
81398458,RDAF Delivered,Instruction Delivered
81401373,RDAF Delivered,Instruction Not Delivered
80484648,RDAF Delivered,Instruction Delivered
81357228,RDAF Delivered,Instruction Not Delivered
81343009,RDAF Delivered,Instruction Delivered
81362473,RDAF Delivered,Instruction Delivered
81367044,RDAF Delivered,Instruction Not Delivered
81376251,RDAF Delivered,Instruction Delivered
81394629,RDAF Delivered,Instruction Delivered
81403087,RDAF Delivered,Instruction Not Delivered
81339752,RDAF Delivered,Instruction Delivered
81336767,RDAF Delivered,Instruction Not Delivered
81328315,RDAF Delivered,Instruction Not Delivered
81328824,RDAF Delivered,Instruction Not Delivered
81365378,RDAF Delivered,Instruction Not Delivered
81384903,RDAF Delivered,Instruction Not Delivered
70584204,RDAF Delivered,Instruction Not Delivered
81403334,RDAF Not Delivered,Instruction Not Delivered
81416289,RDAF Delivered,Instruction Not Delivered
81411620,RDAF Delivered,Instruction Not Delivered
81413971,RDAF Delivered,Instruction Not Delivered
81339251,RDAF Delivered,Instruction Not Delivered
81380418,RDAF Delivered,Instruction Not Delivered
81158550,RDAF Delivered,Instruction Delivered
81370028,RDAF Delivered,Instruction Not Delivered
81410792,RDAF Delivered,Instruction Delivered
81404245,RDAF Delivered,Instruction Not Delivered
81353702,RDAF Delivered,Instruction Delivered
81367326,RDAF Delivered,Instruction Delivered
81399313,RDAF Delivered,Instruction Not Delivered
81409049,RDAF Delivered,Instruction Delivered
81329379,RDAF Delivered,Instruction Not Delivered
81328815,RDAF Delivered,Instruction Not Delivered
81220610,RDAF Delivered,Instruction Delivered
81416471,RDAF Delivered,Instruction Not Delivered
81414184,RDAF Delivered,Instruction Not Delivered
81391945,RDAF Delivered,Instruction Not Delivered
81399084,RDAF Delivered,Instruction Delivered
80021298,RDAF Delivered,Instruction Not Delivered
70503684,RDAF Delivered,Instruction Not Delivered
81391853,RDAF Delivered,Instruction Not Delivered
81407407,RDAF Delivered,Instruction Not Delivered
81380574,RDAF Not Delivered,Instruction Not Delivered
81307270,RDAF Delivered,Instruction Delivered
70581888,RDAF Delivered,Instruction Not Delivered
81397141,RDAF Delivered,Instruction Not Delivered
81397713,RDAF Delivered,Instruction Not Delivered
81202589,RDAF Delivered,Instruction Not Delivered
81405185,RDAF Not Delivered,Instruction Delivered
70591700,RDAF Delivered,Instruction Not Delivered
81414533,RDAF Delivered,Instruction Not Delivered
81384729,RDAF Delivered,Instruction Delivered
70515651,RDAF Delivered,Instruction Not Delivered
81416221,RDAF Delivered,Instruction Not Delivered
81312177,RDAF Delivered,Instruction Not Delivered
81364571,RDAF Delivered,Instruction Not Delivered
81325745,RDAF Delivered,Instruction Delivered
81350874,RDAF Delivered,Instruction Delivered
81408775,RDAF Delivered,Instruction Not Delivered
81327817,RDAF Delivered,Instruction Delivered
81335465,RDAF Delivered,Instruction Not Delivered
80511706,RDAF Delivered,Instruction Delivered
81301914,RDAF Delivered,Instruction Delivered
80846551,RDAF Delivered,Instruction Not Delivered
81372041,RDAF Not Delivered,Instruction Not Delivered
81415790,RDAF Delivered,Instruction Not Delivered
81395598,RDAF Delivered,Instruction Not Delivered
81367482,RDAF Delivered,Instruction Delivered
81410300,RDAF Delivered,Instruction Not Delivered
81407922,RDAF Not Delivered,Instruction Not Delivered
81355499,RDAF Not Delivered,Instruction Not Delivered
81407448,RDAF Not Delivered,Instruction Not Delivered
81387739,RDAF Not Delivered,Instruction Not Delivered
81393967,RDAF Not Delivered,Instruction Not Delivered
81393175,RDAF Not Delivered,Instruction Not Delivered
81382653,RDAF Not Delivered,Instruction Not Delivered
81397365,RDAF Not Delivered,Instruction Not Delivered
81405823,RDAF Not Delivered,Instruction Not Delivered
81356482,RDAF Not Delivered,Instruction Not Delivered
81406611,RDAF Not Delivered,Instruction Not Delivered
81404140,RDAF Not Delivered,Instruction Not Delivered
81363898,RDAF Not Delivered,Instruction Not Delivered
81380558,RDAF Not Delivered,Instruction Not Delivered
81412094,RDAF Not Delivered,Instruction Not Delivered
81356833,RDAF Not Delivered,Instruction Not Delivered
81285189,RDAF Not Delivered,Instruction Not Delivered
81408486,RDAF Not Delivered,Instruction Not Delivered
81404914,RDAF Not Delivered,Instruction Not Delivered
81413609,RDAF Not Delivered,Instruction Not Delivered
81405684,RDAF Not Delivered,Instruction Not Delivered
81411945,RDAF Not Delivered,Instruction Not Delivered
81399546,RDAF Not Delivered,Instruction Not Delivered
81404448,RDAF Not Delivered,Instruction Not Delivered
81404712,RDAF Not Delivered,Instruction Not Delivered
81406264,RDAF Not Delivered,Instruction Not Delivered
81372030,RDAF Not Delivered,Instruction Not Delivered
81407981,RDAF Not Delivered,Instruction Not Delivered
81398837,RDAF Not Delivered,Instruction Not Delivered
81305330,RDAF Not Delivered,Instruction Not Delivered
81403030,RDAF Not Delivered,Instruction Not Delivered
81402826,RDAF Not Delivered,Instruction Not Delivered
81393576,RDAF Not Delivered,Instruction Not Delivered
81414937,RDAF Not Delivered,Instruction Not Delivered
81410507,RDAF Not Delivered,Instruction Not Delivered
81358571,RDAF Not Delivered,Instruction Not Delivered
81411445,RDAF Not Delivered,Instruction Not Delivered
81402507,RDAF Not Delivered,Instruction Not Delivered
81406503,RDAF Not Delivered,Instruction Not Delivered
81380539,RDAF Not Delivered,Instruction Not Delivered
81400284,RDAF Not Delivered,Instruction Not Delivered
81412128,RDAF Not Delivered,Instruction Not Delivered
81394283,RDAF Not Delivered,Instruction Not Delivered
81372000,RDAF Not Delivered,Instruction Not Delivered
81395911,RDAF Not Delivered,Instruction Not Delivered
81413807,RDAF Not Delivered,Instruction Not Delivered
81400649,RDAF Not Delivered,Instruction Not Delivered
81409945,RDAF Not Delivered,Instruction Not Delivered
81362563,RDAF Not Delivered,Instruction Not Delivered
81312324,RDAF Not Delivered,Instruction Not Delivered
81383708,RDAF Not Delivered,Instruction Not Delivered
81368796,RDAF Not Delivered,Instruction Not Delivered
81395474,RDAF Not Delivered,Instruction Not Delivered
81401282,RDAF Not Delivered,Instruction Not Delivered
81387658,RDAF Not Delivered,Instruction Not Delivered
81393808,RDAF Not Delivered,Instruction Not Delivered
81405227,RDAF Not Delivered,Instruction Not Delivered
81367408,RDAF Not Delivered,Instruction Not Delivered
81366881,RDAF Not Delivered,Instruction Not Delivered
81411410,RDAF Not Delivered,Instruction Not Delivered
81359012,RDAF Not Delivered,Instruction Not Delivered
81401832,RDAF Not Delivered,Instruction Not Delivered
81413488,RDAF Not Delivered,Instruction Not Delivered
81404380,RDAF Not Delivered,Instruction Not Delivered
81387722,RDAF Not Delivered,Instruction Not Delivered
81405133,RDAF Not Delivered,Instruction Not Delivered
81378857,RDAF Not Delivered,Instruction Not Delivered
81403550,RDAF Not Delivered,Instruction Not Delivered
81413050,RDAF Not Delivered,Instruction Not Delivered
81407082,RDAF Not Delivered,Instruction Not Delivered
81401847,RDAF Not Delivered,Instruction Not Delivered
81416550,RDAF Not Delivered,Instruction Not Delivered
81405284,RDAF Not Delivered,Instruction Not Delivered
81410394,RDAF Not Delivered,Instruction Delivered
81367372,RDAF Not Delivered,Instruction Not Delivered
81149265,RDAF Not Delivered,Instruction Not Delivered
81358181,RDAF Not Delivered,Instruction Not Delivered
81401994,RDAF Not Delivered,Instruction Not Delivered
81408265,RDAF Not Delivered,Instruction Not Delivered
81403616,RDAF Not Delivered,Instruction Not Delivered
81411898,RDAF Not Delivered,Instruction Delivered
81409991,RDAF Not Delivered,Instruction Not Delivered
81380592,RDAF Not Delivered,Instruction Not Delivered
81411409,RDAF Not Delivered,Instruction Not Delivered
81387085,RDAF Not Delivered,Instruction Not Delivered
81308162,RDAF Not Delivered,Instruction Not Delivered
81401366,RDAF Not Delivered,Instruction Not Delivered
81391166,RDAF Not Delivered,Instruction Not Delivered
81358078,RDAF Not Delivered,Instruction Not Delivered
81403185,RDAF Not Delivered,Instruction Not Delivered
81391991,RDAF Not Delivered,Instruction Not Delivered
81408140,RDAF Not Delivered,Instruction Not Delivered
81406713,RDAF Not Delivered,Instruction Not Delivered
81389244,RDAF Not Delivered,Instruction Not Delivered
81410860,RDAF Not Delivered,Instruction Not Delivered
81403661,RDAF Not Delivered,Instruction Not Delivered
81082906,RDAF Not Delivered,Instruction Not Delivered
81403885,RDAF Not Delivered,Instruction Not Delivered
81413991,RDAF Not Delivered,Instruction Not Delivered
81402995,RDAF Not Delivered,Instruction Not Delivered
81370368,RDAF Not Delivered,Instruction Not Delivered
81395955,RDAF Not Delivered,Instruction Not Delivered
81401222,RDAF Not Delivered,Instruction Not Delivered
70220808,RDAF Not Delivered,Instruction Not Delivered
81388989,RDAF Not Delivered,Instruction Not Delivered
81396170,RDAF Not Delivered,Instruction Not Delivered
81412143,RDAF Not Delivered,Instruction Not Delivered
81409996,RDAF Not Delivered,Instruction Not Delivered
81351498,RDAF Not Delivered,Instruction Not Delivered
81407742,RDAF Not Delivered,Instruction Not Delivered
81412500,RDAF Not Delivered,Instruction Not Delivered
81406389,RDAF Not Delivered,Instruction Not Delivered
81411204,RDAF Not Delivered,Instruction Not Delivered
81393640,RDAF Not Delivered,Instruction Not Delivered
81411894,RDAF Not Delivered,Instruction Not Delivered
81407356,RDAF Not Delivered,Instruction Not Delivered
81412512,RDAF Not Delivered,Instruction Not Delivered
81366797,RDAF Not Delivered,Instruction Not Delivered
81390372,RDAF Not Delivered,Instruction Delivered
81400528,RDAF Not Delivered,Instruction Not Delivered
81186982,RDAF Not Delivered,Instruction Not Delivered
81396910,RDAF Not Delivered,Instruction Not Delivered
81390370,RDAF Not Delivered,Instruction Delivered
81380583,RDAF Not Delivered,Instruction Not Delivered
81415653,RDAF Not Delivered,Instruction Not Delivered
81371448,RDAF Not Delivered,Instruction Not Delivered
81402725,RDAF Not Delivered,Instruction Not Delivered
81406113,RDAF Not Delivered,Instruction Not Delivered
81386804,RDAF Not Delivered,Instruction Not Delivered
81368778,RDAF Not Delivered,Instruction Not Delivered
81390366,RDAF Not Delivered,Instruction Delivered
81374546,RDAF Not Delivered,Instruction Delivered
81367390,RDAF Not Delivered,Instruction Not Delivered
81408025,RDAF Not Delivered,Instruction Not Delivered
81404330,RDAF Not Delivered,Instruction Not Delivered
81344624,RDAF Not Delivered,Instruction Not Delivered
81392028,RDAF Not Delivered,Instruction Not Delivered
81401042,RDAF Not Delivered,Instruction Not Delivered
81397956,RDAF Not Delivered,Instruction Not Delivered
81413616,RDAF Not Delivered,Instruction Not Delivered
81404882,RDAF Not Delivered,Instruction Not Delivered
81367192,RDAF Not Delivered,Instruction Not Delivered
81405522,RDAF Not Delivered,Instruction Not Delivered
81407962,RDAF Not Delivered,Instruction Not Delivered
81411489,RDAF Not Delivered,Instruction Not Delivered
81402903,RDAF Not Delivered,Instruction Not Delivered
81348814,RDAF Not Delivered,Instruction Not Delivered
81194548,RDAF Not Delivered,Instruction Not Delivered
81406238,RDAF Not Delivered,Instruction Not Delivered
81390361,RDAF Not Delivered,Instruction Not Delivered
81402993,RDAF Not Delivered,Instruction Not Delivered
81372014,RDAF Not Delivered,Instruction Not Delivered
81382117,RDAF Not Delivered,Instruction Not Delivered
81409137,RDAF Not Delivered,Instruction Not Delivered
81373361,RDAF Not Delivered,Instruction Not Delivered
81390584,RDAF Not Delivered,Instruction Not Delivered
81411246,RDAF Not Delivered,Instruction Not Delivered
81410937,RDAF Not Delivered,Instruction Not Delivered
81366890,RDAF Not Delivered,Instruction Not Delivered
81388063,RDAF Not Delivered,Instruction Delivered
81361681,RDAF Not Delivered,Instruction Delivered
81375762,RDAF Not Delivered,Instruction Delivered
81406246,RDAF Not Delivered,Instruction Delivered
81387385,RDAF Not Delivered,Instruction Delivered
81406251,RDAF Not Delivered,Instruction Delivered
81360842,RDAF Not Delivered,Instruction Delivered
81399635,RDAF Not Delivered,Instruction Delivered
81401635,RDAF Not Delivered,Instruction Delivered
70451615,RDAF Not Delivered,Instruction Delivered
81414863,RDAF Not Delivered,Instruction Delivered
81388068,RDAF Not Delivered,Instruction Delivered
81238015,RDAF Not Delivered,Instruction Delivered
81399697,RDAF Not Delivered,Instruction Delivered
81396476,RDAF Not Delivered,Instruction Delivered
81286903,RDAF Not Delivered,Instruction Delivered
81310201,RDAF Not Delivered,Instruction Delivered
81412845,RDAF Not Delivered,Instruction Delivered
81287853,RDAF Not Delivered,Instruction Delivered
81296022,RDAF Not Delivered,Instruction Delivered
81403586,RDAF Not Delivered,Instruction Delivered
81374659,RDAF Not Delivered,Instruction Delivered
81281623,RDAF Not Delivered,Instruction Delivered
81411484,RDAF Not Delivered,Instruction Delivered
81226055,RDAF Not Delivered,Instruction Delivered
81397693,RDAF Not Delivered,Instruction Delivered
81354209,RDAF Not Delivered,Instruction Delivered
81404479,RDAF Not Delivered,Instruction Delivered
81415571,RDAF Not Delivered,Instruction Delivered
81390992,RDAF Not Delivered,Instruction Delivered
81413814,RDAF Not Delivered,Instruction Delivered
81398465,RDAF Not Delivered,Instruction Delivered
81355364,RDAF Not Delivered,Instruction Delivered
81355730,RDAF Not Delivered,Instruction Delivered
81415885,RDAF Not Delivered,Instruction Delivered
81255648,RDAF Not Delivered,Instruction Delivered
81398592,RDAF Not Delivered,Instruction Delivered
81411375,RDAF Not Delivered,Instruction Delivered
81381802,RDAF Not Delivered,Instruction Delivered
81306351,RDAF Not Delivered,Instruction Delivered
81312733,RDAF Not Delivered,Instruction Delivered
81393587,RDAF Not Delivered,Instruction Delivered
81369693,RDAF Not Delivered,Instruction Delivered
81412703,RDAF Not Delivered,Instruction Delivered
81398154,RDAF Not Delivered,Instruction Delivered
81254565,RDAF Not Delivered,Instruction Delivered
80715335,RDAF Not Delivered,Instruction Delivered
81411980,RDAF Not Delivered,Instruction Delivered
81337005,RDAF Not Delivered,Instruction Delivered
81292726,RDAF Not Delivered,Instruction Delivered
81354828,RDAF Not Delivered,Instruction Delivered
81306091,RDAF Not Delivered,Instruction Delivered
81343309,RDAF Not Delivered,Instruction Delivered
81287612,RDAF Not Delivered,Instruction Delivered
81262564,RDAF Not Delivered,Instruction Delivered
81377055,RDAF Not Delivered,Instruction Delivered
81393582,RDAF Not Delivered,Instruction Delivered
81339867,RDAF Not Delivered,Instruction Delivered
81376173,RDAF Not Delivered,Instruction Delivered
81297899,RDAF Not Delivered,Instruction Delivered
81380909,RDAF Not Delivered,Instruction Delivered
81399671,RDAF Not Delivered,Instruction Delivered
81036300,RDAF Not Delivered,Instruction Delivered
81379867,RDAF Not Delivered,Instruction Delivered
81334762,RDAF Not Delivered,Instruction Delivered
81387338,RDAF Not Delivered,Instruction Delivered
81215736,RDAF Not Delivered,Instruction Delivered
81311620,RDAF Not Delivered,Instruction Delivered
81408610,RDAF Not Delivered,Instruction Delivered
81358612,RDAF Not Delivered,Instruction Delivered
81390915,RDAF Not Delivered,Instruction Delivered
81287599,RDAF Not Delivered,Instruction Delivered
81408740,RDAF Not Delivered,Instruction Delivered
81367215,RDAF Not Delivered,Instruction Delivered
81386854,RDAF Not Delivered,Instruction Delivered
81361989,RDAF Not Delivered,Instruction Delivered
81272865,RDAF Not Delivered,Instruction Delivered
81244719,RDAF Not Delivered,Instruction Delivered
81356375,RDAF Not Delivered,Instruction Delivered
81326856,RDAF Not Delivered,Instruction Delivered
81408669,RDAF Not Delivered,Instruction Delivered
81411196,RDAF Not Delivered,Instruction Delivered
81399672,RDAF Not Delivered,Instruction Delivered
81363308,RDAF Not Delivered,Instruction Delivered
81336319,RDAF Not Delivered,Instruction Delivered
81288712,RDAF Not Delivered,Instruction Delivered
81226625,RDAF Not Delivered,Instruction Delivered
81352356,RDAF Not Delivered,Instruction Delivered
81404601,RDAF Not Delivered,Instruction Delivered
81313918,RDAF Not Delivered,Instruction Delivered
81413769,RDAF Not Delivered,Instruction Delivered
81407177,RDAF Not Delivered,Instruction Delivered
81365414,RDAF Not Delivered,Instruction Delivered
81286518,RDAF Not Delivered,Instruction Delivered
81365621,RDAF Not Delivered,Instruction Delivered
81353697,RDAF Not Delivered,Instruction Delivered
81387384,RDAF Not Delivered,Instruction Delivered
81399673,RDAF Not Delivered,Instruction Delivered
81321631,RDAF Not Delivered,Instruction Delivered
81389403,RDAF Not Delivered,Instruction Delivered
81226631,RDAF Not Delivered,Instruction Delivered
81391400,RDAF Not Delivered,Instruction Delivered
81363506,RDAF Not Delivered,Instruction Delivered
81405159,RDAF Not Delivered,Instruction Delivered
81408137,RDAF Not Delivered,Instruction Delivered
81376757,RDAF Not Delivered,Instruction Delivered
81397481,RDAF Not Delivered,Instruction Delivered
81347713,RDAF Not Delivered,Instruction Delivered
81308896,RDAF Not Delivered,Instruction Delivered
81406326,RDAF Not Delivered,Instruction Delivered
81370364,RDAF Not Delivered,Instruction Delivered
81367071,RDAF Not Delivered,Instruction Delivered
81387521,RDAF Not Delivered,Instruction Delivered
81398444,RDAF Not Delivered,Instruction Delivered
81388843,RDAF Not Delivered,Instruction Delivered
81408732,RDAF Not Delivered,Instruction Delivered
81216982,RDAF Not Delivered,Instruction Delivered
80502436,RDAF Not Delivered,Instruction Delivered
81395033,RDAF Not Delivered,Instruction Delivered
81410784,RDAF Not Delivered,Instruction Delivered
81404229,RDAF Not Delivered,Instruction Delivered
81404649,RDAF Not Delivered,Instruction Delivered
81410184,RDAF Not Delivered,Instruction Delivered
81393160,RDAF Not Delivered,Instruction Delivered
81326839,RDAF Not Delivered,Instruction Delivered
81412124,RDAF Not Delivered,Instruction Delivered
81398971,RDAF Not Delivered,Instruction Delivered
81396013,RDAF Not Delivered,Instruction Delivered
81410080,RDAF Not Delivered,Instruction Delivered
81284171,RDAF Not Delivered,Instruction Delivered
81413325,RDAF Not Delivered,Instruction Delivered
81412583,RDAF Not Delivered,Instruction Delivered
81360689,RDAF Not Delivered,Instruction Delivered
81385476,RDAF Not Delivered,Instruction Delivered
81388408,RDAF Not Delivered,Instruction Delivered
81399334,RDAF Not Delivered,Instruction Delivered
81226643,RDAF Not Delivered,Instruction Delivered
81393584,RDAF Not Delivered,Instruction Delivered
81308172,RDAF Not Delivered,Instruction Delivered
81398319,RDAF Not Delivered,Instruction Delivered
81406241,RDAF Not Delivered,Instruction Delivered
81408055,RDAF Not Delivered,Instruction Delivered
81399977,RDAF Not Delivered,Instruction Delivered
81406231,RDAF Not Delivered,Instruction Delivered
81390680,RDAF Not Delivered,Instruction Delivered
81400302,RDAF Not Delivered,Instruction Delivered
81394232,RDAF Not Delivered,Instruction Delivered
81203501,RDAF Not Delivered,Instruction Delivered
81408198,RDAF Not Delivered,Instruction Delivered
81408889,RDAF Not Delivered,Instruction Delivered
81410159,RDAF Not Delivered,Instruction Delivered
81271802,RDAF Not Delivered,Instruction Delivered
81265144,RDAF Not Delivered,Instruction Delivered
81368112,RDAF Not Delivered,Instruction Delivered
81408226,RDAF Not Delivered,Instruction Delivered
81298654,RDAF Not Delivered,Instruction Delivered
81405964,RDAF Not Delivered,Instruction Delivered
81386861,RDAF Not Delivered,Instruction Delivered
81399718,RDAF Not Delivered,Instruction Delivered
81332565,RDAF Not Delivered,Instruction Delivered
81238536,RDAF Not Delivered,Instruction Delivered
81404080,RDAF Not Delivered,Instruction Delivered
81350291,RDAF Not Delivered,Instruction Delivered
81251648,RDAF Not Delivered,Instruction Delivered
81141063,RDAF Not Delivered,Instruction Delivered
81399669,RDAF Not Delivered,Instruction Delivered
81376767,RDAF Not Delivered,Instruction Delivered
80132482,RDAF Not Delivered,Instruction Delivered
81326850,RDAF Not Delivered,Instruction Delivered
81248455,RDAF Not Delivered,Instruction Delivered
81412563,RDAF Not Delivered,Instruction Delivered
81309985,RDAF Not Delivered,Instruction Delivered
81378077,RDAF Not Delivered,Instruction Delivered
81269662,RDAF Not Delivered,Instruction Delivered
81287874,RDAF Not Delivered,Instruction Delivered
81328216,RDAF Not Delivered,Instruction Delivered
81350203,RDAF Not Delivered,Instruction Delivered
81411988,RDAF Not Delivered,Instruction Delivered
81382850,RDAF Not Delivered,Instruction Delivered
81336314,RDAF Not Delivered,Instruction Delivered
81393590,RDAF Not Delivered,Instruction Delivered
81378738,RDAF Not Delivered,Instruction Delivered
81406370,RDAF Not Delivered,Instruction Delivered
81226640,RDAF Not Delivered,Instruction Delivered
80663109,RDAF Not Delivered,Instruction Delivered
81404597,RDAF Not Delivered,Instruction Delivered
81378006,RDAF Not Delivered,Instruction Delivered
81410603,RDAF Not Delivered,Instruction Delivered
81414420,RDAF Not Delivered,Instruction Delivered
81404385,RDAF Not Delivered,Instruction Delivered
81225770,RDAF Not Delivered,Instruction Delivered
81410690,RDAF Not Delivered,Instruction Delivered
81303504,RDAF Not Delivered,Instruction Delivered
81405006,RDAF Not Delivered,Instruction Delivered
81216420,RDAF Not Delivered,Instruction Delivered
81399055,RDAF Not Delivered,Instruction Delivered
81287846,RDAF Not Delivered,Instruction Delivered
81366000,RDAF Not Delivered,Instruction Delivered
81409719,RDAF Not Delivered,Instruction Delivered
81410524,RDAF Not Delivered,Instruction Delivered
81415469,RDAF Not Delivered,Instruction Delivered
81397708,RDAF Not Delivered,Instruction Delivered
81338215,RDAF Not Delivered,Instruction Delivered
81226620,RDAF Not Delivered,Instruction Delivered
81370976,RDAF Not Delivered,Instruction Delivered
81412580,RDAF Not Delivered,Instruction Delivered
81360825,RDAF Not Delivered,Instruction Delivered
81405278,RDAF Not Delivered,Instruction Delivered
81376947,RDAF Not Delivered,Instruction Delivered
81399591,RDAF Not Delivered,Instruction Delivered
81411038,RDAF Not Delivered,Instruction Delivered
81307392,RDAF Not Delivered,Instruction Delivered
81214952,RDAF Not Delivered,Instruction Delivered
81328207,RDAF Not Delivered,Instruction Delivered
81407153,RDAF Not Delivered,Instruction Delivered
80711966,RDAF Not Delivered,Instruction Delivered
81253248,RDAF Not Delivered,Instruction Delivered
81409540,RDAF Not Delivered,Instruction Delivered
81399532,RDAF Not Delivered,Instruction Delivered
81402523,RDAF Not Delivered,Instruction Delivered
81324715,RDAF Not Delivered,Instruction Delivered
81387529,RDAF Not Delivered,Instruction Delivered
81396199,RDAF Not Delivered,Instruction Delivered
81384328,RDAF Not Delivered,Instruction Delivered
81355042,RDAF Not Delivered,Instruction Delivered
81410174,RDAF Not Delivered,Instruction Delivered
81269177,RDAF Not Delivered,Instruction Delivered
81398967,RDAF Not Delivered,Instruction Delivered
81357374,RDAF Not Delivered,Instruction Delivered
81411269,RDAF Not Delivered,Instruction Delivered
81204450,RDAF Not Delivered,Instruction Delivered
81284660,RDAF Not Delivered,Instruction Delivered
81328213,RDAF Not Delivered,Instruction Delivered
81407687,RDAF Not Delivered,Instruction Delivered
81319004,RDAF Not Delivered,Instruction Delivered
81379455,RDAF Not Delivered,Instruction Delivered
81384204,RDAF Not Delivered,Instruction Delivered
81287512,RDAF Not Delivered,Instruction Delivered
81314544,RDAF Not Delivered,Instruction Delivered
81394240,RDAF Not Delivered,Instruction Delivered
81406156,RDAF Not Delivered,Instruction Delivered
81141319,RDAF Not Delivered,Instruction Delivered
81396247,RDAF Not Delivered,Instruction Delivered
81203982,RDAF Not Delivered,Instruction Delivered
81286091,RDAF Not Delivered,Instruction Delivered
81287603,RDAF Not Delivered,Instruction Delivered
81370758,RDAF Not Delivered,Instruction Delivered
81405996,RDAF Not Delivered,Instruction Delivered
81396967,RDAF Not Delivered,Instruction Delivered
81404595,RDAF Not Delivered,Instruction Delivered
81413227,RDAF Not Delivered,Instruction Delivered
81411270,RDAF Not Delivered,Instruction Delivered
81394288,RDAF Not Delivered,Instruction Delivered
81402077,RDAF Not Delivered,Instruction Delivered
70573641,RDAF Not Delivered,Instruction Delivered
81388994,RDAF Not Delivered,Instruction Delivered
81401741,RDAF Not Delivered,Instruction Delivered
81287606,RDAF Not Delivered,Instruction Delivered
81347333,RDAF Not Delivered,Instruction Delivered
81274113,RDAF Not Delivered,Instruction Delivered
81396613,RDAF Not Delivered,Instruction Delivered
81413788,RDAF Not Delivered,Instruction Delivered
81404517,RDAF Not Delivered,Instruction Delivered
81406375,RDAF Not Delivered,Instruction Delivered
81416158,RDAF Not Delivered,Instruction Delivered
81404565,RDAF Not Delivered,Instruction Delivered
81328228,RDAF Not Delivered,Instruction Delivered
81389025,RDAF Not Delivered,Instruction Delivered
81287611,RDAF Not Delivered,Instruction Delivered
81415656,RDAF Not Delivered,Instruction Delivered
81358485,RDAF Not Delivered,Instruction Delivered
81403663,RDAF Not Delivered,Instruction Delivered
81317119,RDAF Not Delivered,Instruction Delivered
81388553,RDAF Not Delivered,Instruction Delivered
81402917,RDAF Not Delivered,Instruction Delivered
81285731,RDAF Not Delivered,Instruction Delivered
81410803,RDAF Not Delivered,Instruction Delivered
81287858,RDAF Not Delivered,Instruction Delivered
81287933,RDAF Not Delivered,Instruction Delivered
81406087,RDAF Not Delivered,Instruction Delivered
81411276,RDAF Not Delivered,Instruction Delivered
81382784,RDAF Not Delivered,Instruction Delivered
81414543,RDAF Not Delivered,Instruction Delivered
81405103,RDAF Not Delivered,Instruction Delivered
81412200,RDAF Not Delivered,Instruction Delivered
81403404,RDAF Not Delivered,Instruction Delivered
81385646,RDAF Not Delivered,Instruction Delivered
81406142,RDAF Not Delivered,Instruction Delivered
70541904,RDAF Not Delivered,Instruction Delivered
81365757,RDAF Not Delivered,Instruction Delivered
81399685,RDAF Not Delivered,Instruction Delivered
81412147,RDAF Not Delivered,Instruction Delivered
81272886,RDAF Not Delivered,Instruction Delivered
81411491,RDAF Not Delivered,Instruction Delivered
81403899,RDAF Not Delivered,Instruction Delivered
81379171,RDAF Not Delivered,Instruction Delivered
81413322,RDAF Not Delivered,Instruction Delivered
81168843,RDAF Not Delivered,Instruction Delivered
81404371,RDAF Not Delivered,Instruction Delivered
81368179,RDAF Not Delivered,Instruction Delivered
81399279,RDAF Not Delivered,Instruction Delivered
